C_Code,yyear,daily_calory,prevalence_obesity,prevalence_overweight,death_rate
ARE,2008,3149,21.5,62.8,23.09
ARE,2009,3170,21.8,63.5,23.48
ARE,2010,3161,22.5,64.1,23.76
ARE,2011,3210,23.4,64.8,23.93
ARE,2012,3230,24.5,65.4,24.07
ARE,2013,3280,25.8,66,24.08
ARE,2014,3398,27.2,66.7,23.57
ARE,2015,3411,28.6,67.2,23.71
ARE,2016,3372,29.9,67.8,23.77
GBR,1990,3241,14.5,48.7,9.86
GBR,1991,3208,14.9,49.3,9.88
GBR,1992,3271,15.4,49.9,9.89
GBR,1993,3218,15.9,50.5,9.86
GBR,1994,3235,16.4,51.1,9.79
GBR,1995,3185,16.9,51.7,9.76
GBR,1996,3268,17.5,52.3,9.72
GBR,1997,3328,18,53,9.68
GBR,1998,3352,18.6,53.6,9.67
GBR,1999,3400,19.2,54.2,9.63
GBR,2000,3362,19.8,54.8,9.56
GBR,2001,3400,20.3,55.4,9.53
GBR,2002,3416,20.9,56,9.5
GBR,2003,3400,21.5,56.6,9.43
GBR,2004,3445,22.1,57.2,9.36
GBR,2005,3438,22.7,57.8,9.29
GBR,2006,3438,23.2,58.4,9.22
GBR,2007,3417,23.8,58.9,9.14
GBR,2008,3422,24.4,59.5,9.1
GBR,2009,3412,25,60.1,9.04
GBR,2010,3404,25.7,60.6,9.04
GBR,2011,3417,26.3,61.1,9
GBR,2012,3403,26.9,61.7,8.96
GBR,2013,3424,27.5,62.2,8.96
GBR,2014,3376,28.2,62.7,8.96
GBR,2015,3393,28.9,63.2,8.97
GBR,2016,3374,29.5,63.7,9
USA,1990,3493,18.7,50.9,10.88
USA,1991,3522,19.4,51.7,11.04
USA,1992,3559,20.1,52.4,11.18
USA,1993,3605,20.8,53.2,11.33
USA,1994,3665,21.5,54,11.47
USA,1995,3580,22.3,54.8,11.64
USA,1996,3587,23,55.6,11.86
USA,1997,3648,23.8,56.3,12.06
USA,1998,3658,24.6,57.1,12.19
USA,1999,3673,25.4,57.9,12.32
USA,2000,3755,26.1,58.6,12.43
USA,2001,3707,26.9,59.3,12.51
USA,2002,3783,27.7,60,12.63
USA,2003,3777,28.4,60.7,12.7
USA,2004,3809,29.2,61.3,12.73
USA,2005,3828,29.9,61.9,12.76
USA,2006,3783,30.6,62.5,12.8
USA,2007,3757,31.3,63.1,12.79
USA,2008,3700,32,63.7,12.84
USA,2009,3645,32.7,64.2,12.89
USA,2010,3650,33.4,64.8,12.92
USA,2011,3649,34,65.3,12.92
USA,2012,3687,34.7,65.8,12.93
USA,2013,3682,35.4,66.4,12.95
USA,2014,3717,36,66.9,12.99
USA,2015,3735,36.7,67.4,12.99
USA,2016,3760,37.3,67.9,13
URY,1990,2527,17,48.5,7.85
URY,1991,2699,17.4,49,7.73
URY,1992,2762,17.7,49.6,7.92
URY,1993,2746,18.1,50.2,8.07
URY,1994,2783,18.5,50.8,8.16
URY,1995,2678,18.9,51.3,8.26
URY,1996,2819,19.3,51.9,8.37
URY,1997,2810,19.7,52.5,8.44
URY,1998,2821,20.1,53,8.66
URY,1999,2825,20.5,53.6,8.83
URY,2000,2811,21,54.2,8.95
URY,2001,2869,21.4,54.7,9.01
URY,2002,2838,21.9,55.3,9.06
URY,2003,2835,22.4,55.9,9.08
URY,2004,2831,22.9,56.4,9.16
URY,2005,2809,23.4,57,9.19
URY,2006,2823,23.9,57.6,9.14
URY,2007,2890,24.4,58.1,9.1
URY,2008,2958,24.9,58.7,9.05
URY,2009,2977,25.4,59.2,8.99
URY,2010,2984,25.9,59.7,8.92
URY,2011,3012,26.4,60.3,8.89
URY,2012,3016,26.8,60.8,8.89
URY,2013,3050,27.3,61.3,8.95
URY,2014,3157,27.8,61.9,9.04
URY,2015,3118,28.4,62.4,9.14
URY,2016,3140,28.9,62.9,9.24
UZB,1992,2718,6.6,35,11.4
UZB,1993,2707,6.8,35.4,11.7
UZB,1994,2697,7,35.8,11.98
UZB,1995,2655,7.2,36.3,12.18
UZB,1996,2594,7.4,36.7,12.34
UZB,1997,2541,7.6,37.1,12.42
UZB,1998,2499,7.9,37.6,12.52
UZB,1999,2432,8.1,38,12.63
UZB,2000,2368,8.4,38.5,12.75
UZB,2001,2286,8.6,39,12.8
UZB,2002,2289,8.9,39.5,12.88
UZB,2003,2351,9.3,40.1,12.95
UZB,2004,2385,9.6,40.6,13.12
UZB,2005,2471,9.9,41.2,13.39
UZB,2006,2556,10.3,41.8,13.52
UZB,2007,2581,10.7,42.3,13.82
UZB,2008,2597,11.1,42.9,14.04
UZB,2009,2605,11.5,43.6,14.26
UZB,2010,2648,11.9,44.2,14.45
UZB,2011,2694,12.4,44.8,14.68
UZB,2012,2730,12.9,45.5,14.94
UZB,2013,2760,13.5,46.1,15.18
UZB,2014,2964,14.1,46.8,15.51
UZB,2015,2985,14.7,47.5,15.77
UZB,2016,3009,15.3,48.2,16.01
UZB,1990,,6.2,34.1,10.85
UZB,1991,,6.4,34.6,11.12
VUT,1990,2567,9.4,37.6,8.01
VUT,1991,2561,9.8,38.4,8.41
VUT,1992,2550,10.2,39.2,8.76
VUT,1993,2519,10.7,40,9.04
VUT,1994,2530,11.1,40.7,9.51
VUT,1995,2541,11.5,41.5,9.55
VUT,1996,2631,11.9,42.3,9.85
VUT,1997,2676,12.4,43.1,9.64
VUT,1998,2718,12.8,43.8,10.29
VUT,1999,2717,13.3,44.6,10.36
VUT,2000,2698,13.7,45.3,10.42
VUT,2001,2673,14.2,46.1,10.7
VUT,2002,2698,14.7,46.8,10.39
VUT,2003,2753,15.3,47.6,10.28
VUT,2004,2745,15.8,48.4,10.5
VUT,2005,2780,16.3,49.1,11.04
VUT,2006,2800,16.9,49.9,11.35
VUT,2007,2859,17.5,50.6,11.73
VUT,2008,2864,18.1,51.3,12.02
VUT,2009,2864,18.7,52.1,12.15
VUT,2010,2856,19.4,52.8,12.34
VUT,2011,2841,20,53.5,12.66
VUT,2012,2818,20.7,54.3,12.84
VUT,2013,2836,21.4,55,13.01
VUT,2014,2733,22.1,55.7,13.11
VUT,2015,2699,22.8,56.4,13.21
VUT,2016,2621,23.5,57.1,13.34
VEN,1990,2362,13.7,50.1,10.8
VEN,1991,2423,14.1,50.7,11.3
VEN,1992,2522,14.5,51.4,11.51
VEN,1993,2401,15,52,11.45
VEN,1994,2371,15.4,52.6,11.4
VEN,1995,2434,15.9,53.2,11.54
VEN,1996,2380,16.3,53.9,11.75
VEN,1997,2283,16.8,54.5,11.86
VEN,1998,2354,17.2,55,11.89
VEN,1999,2341,17.7,55.6,9.93
VEN,2000,2454,18.1,56.2,11.84
VEN,2001,2509,18.6,56.8,11.75
VEN,2002,2218,19,57.3,11.8
VEN,2003,2415,19.4,57.8,11.61
VEN,2004,2492,19.9,58.3,11.61
VEN,2005,2490,20.3,58.8,11.67
VEN,2006,2514,20.7,59.2,11.81
VEN,2007,2607,21.1,59.7,12.01
VEN,2008,2808,21.6,60.1,12.36
VEN,2009,2858,22,60.6,12.59
VEN,2010,2805,22.4,61,12.66
VEN,2011,2803,22.9,61.4,12.81
VEN,2012,2691,23.3,61.8,12.93
VEN,2013,2631,23.8,62.2,13
VEN,2014,2610,24.3,62.6,13.17
VEN,2015,2435,24.7,63,13.28
VEN,2016,2322,25.2,63.4,13.48
VNM,1990,1905,0.3,7.3,1.62
VNM,1991,1856,0.3,7.6,1.65
VNM,1992,1923,0.3,7.8,1.68
VNM,1993,2026,0.3,8,1.71
VNM,1994,2055,0.4,8.3,1.75
VNM,1995,2027,0.4,8.6,1.79
VNM,1996,2018,0.4,8.8,1.84
VNM,1997,1986,0.4,9.1,1.88
VNM,1998,2113,0.5,9.5,1.96
VNM,1999,2200,0.5,9.8,2.04
VNM,2000,2239,0.6,10.1,2.12
VNM,2001,2299,0.6,10.5,2.24
VNM,2002,2360,0.7,10.9,2.38
VNM,2003,2416,0.7,11.3,2.53
VNM,2004,2478,0.8,11.7,2.7
VNM,2005,2468,0.8,12.2,2.88
VNM,2006,2483,0.9,12.7,3.07
VNM,2007,2548,1,13.1,3.3
VNM,2008,2615,1.1,13.6,3.54
VNM,2009,2638,1.2,14.2,3.78
VNM,2010,2678,1.3,14.7,4
VNM,2011,2716,1.4,15.3,4.21
VNM,2012,2713,1.5,15.9,4.41
VNM,2013,2745,1.6,16.4,4.61
VNM,2014,2853,1.8,17.1,4.81
VNM,2015,2900,1.9,17.7,4.98
VNM,2016,2952,2.1,18.3,5.12
YEM,1990,2048,4.7,28.7,4.37
YEM,1991,2029,5,29.3,4.41
YEM,1992,2108,5.2,29.9,4.45
YEM,1993,2092,5.5,30.5,4.51
YEM,1994,2051,5.8,31.1,4.56
YEM,1995,2043,6.1,31.8,4.66
YEM,1996,2034,6.3,32.5,4.72
YEM,1997,2051,6.6,33.3,4.81
YEM,1998,2067,6.8,34.1,4.88
YEM,1999,2083,7.1,34.8,5.04
YEM,2000,2091,7.4,35.6,5.17
YEM,2001,2068,7.7,36.4,5.31
YEM,2002,2082,8,37.2,5.51
YEM,2003,2067,8.3,38,5.72
YEM,2004,2074,8.6,38.7,5.97
YEM,2005,2093,8.9,39.5,6.19
YEM,2006,2117,9.2,40.3,6.45
YEM,2007,2156,9.6,41.2,6.71
YEM,2008,2134,10,42,7.03
YEM,2009,2160,10.4,42.8,7.28
YEM,2010,2197,10.8,43.7,7.45
YEM,2011,2206,11.3,44.5,7.7
YEM,2012,2231,11.8,45.4,7.95
YEM,2013,2223,12.3,46.2,8.32
YEM,2014,2156,12.9,47.1,8.44
YEM,2015,2170,13.5,48,8.46
YEM,2016,2013,14.1,48.8,8.27
ZMB,1990,2080,2.6,17.6,2.65
ZMB,1991,2006,2.7,17.9,2.61
ZMB,1992,1983,2.7,18.2,2.55
ZMB,1993,1981,2.8,18.5,2.5
ZMB,1994,2022,2.9,18.7,2.45
ZMB,1995,2050,2.9,19,2.42
ZMB,1996,2034,3,19.2,2.4
ZMB,1997,1970,3.1,19.5,2.39
ZMB,1998,1930,3.1,19.7,2.4
ZMB,1999,1958,3.2,20,2.41
ZMB,2000,1873,3.3,20.2,2.43
ZMB,2001,1850,3.4,20.5,2.43
ZMB,2002,1849,3.5,20.8,2.48
ZMB,2003,1900,3.6,21.2,2.55
ZMB,2004,1866,3.8,21.6,2.66
ZMB,2005,1873,3.9,22,2.78
ZMB,2006,1838,4.1,22.5,2.95
ZMB,2007,1781,4.3,23,3.18
ZMB,2008,1801,4.5,23.5,3.48
ZMB,2009,1878,4.7,24,3.73
ZMB,2010,1904,4.9,24.5,3.96
ZMB,2011,1907,5.2,25,4.24
ZMB,2012,1923,5.4,25.6,4.56
ZMB,2013,1930,5.7,26.1,4.91
ZMB,2014,2013,6,26.7,5.26
ZMB,2015,2029,6.2,27.3,5.6
ZMB,2016,1985,6.5,27.8,5.98
ZWE,1990,2013,5.8,24.2,4.63
ZWE,1991,1963,6,24.8,4.41
ZWE,1992,1955,6.3,25.5,4.19
ZWE,1993,1943,6.6,26.1,3.88
ZWE,1994,1931,6.8,26.7,3.59
ZWE,1995,1944,7.1,27.4,3.3
ZWE,1996,1982,7.3,28,3.03
ZWE,1997,2009,7.6,28.6,2.91
ZWE,1998,2013,7.8,29.2,2.9
ZWE,1999,1996,8.1,29.8,2.95
ZWE,2000,1979,8.3,30.4,3.03
ZWE,2001,2028,8.5,31,3.05
ZWE,2002,2021,8.8,31.6,3.11
ZWE,2003,2010,9,32.2,3.18
ZWE,2004,2044,9.2,32.7,3.29
ZWE,2005,2025,9.4,33.3,3.33
ZWE,2006,2115,9.7,33.8,3.46
ZWE,2007,2109,9.9,34.3,3.59
ZWE,2008,2094,10.1,34.8,3.79
ZWE,2009,2147,10.3,35.3,4.02
ZWE,2010,2168,10.6,35.7,4.3
ZWE,2011,2200,10.8,36.2,4.58
ZWE,2012,2197,11.1,36.6,4.87
ZWE,2013,2110,11.3,37,5.14
ZWE,2014,1986,11.6,37.3,5.4
ZWE,2015,1912,11.9,37.7,5.61
ZWE,2016,1885,12.3,38.2,5.83
