"C_Code","YYear","Drug_num","Alcohol_num"
"NER","2000","7","56"
"NER","2001","7","58"
"NER","2002","7","60"
"NER","2003","7","62"
"NER","2004","7","63"
"NER","2005","7","65"
"NER","2006","8","67"
"NER","2007","8","68"
"NER","2008","8","68"
"NER","2009","8","69"
"NER","2010","8","71"
"NER","2011","9","73"
"NER","2012","9","76"
"NER","2013","10","80"
"NER","2014","10","83"
"NER","2015","11","86"
"NER","2016","12","90"
"NER","2017","13","95"
"NER","2018","13","99"
"NER","2019","14","101"
"NGA","1990","95","743"
"NGA","1991","100","754"
"NGA","1992","105","771"
"NGA","1993","110","782"
"NGA","1994","113","788"
"NGA","1995","115","793"
"NGA","1996","117","795"
"NGA","1997","119","803"
"NGA","1998","122","812"
"NGA","1999","124","820"
"NGA","2000","124","830"
"NGA","2001","127","846"
"NGA","2002","132","869"
"NGA","2003","138","890"
"NGA","2004","144","915"
"NGA","2005","150","931"
"NGA","2006","155","947"
"NGA","2007","161","961"
"NGA","2008","165","966"
"NGA","2009","172","987"
"NGA","2010","182","1017"
"NGA","2011","195","1054"
"NGA","2012","208","1091"
"NGA","2013","220","1123"
"NGA","2014","229","1141"
"NGA","2015","236","1145"
"NGA","2016","246","1164"
"NGA","2017","255","1183"
"NGA","2018","264","1199"
"NGA","2019","274","1221"
"NIU","1990","0","0"
"NIU","1991","0","0"
"NIU","1992","0","0"
"NIU","1993","0","0"
"NIU","1994","0","0"
"NIU","1995","0","0"
"NIU","1996","0","0"
"NIU","1997","0","0"
"NIU","1998","0","0"
"NIU","1999","0","0"
"NIU","2000","0","0"
"NIU","2001","0","0"
"NIU","2002","0","0"
"NIU","2003","0","0"
"NIU","2004","0","0"
"NIU","2005","0","0"
"NIU","2006","0","0"
"NIU","2007","0","0"
"NIU","2008","0","0"
"NIU","2009","0","0"
"NIU","2010","0","0"
"NIU","2011","0","0"
"NIU","2012","0","0"
"NIU","2013","0","0"
"NIU","2014","0","0"
"NIU","2015","0","0"
"NIU","2016","0","0"
"NIU","2017","0","0"
"NIU","2018","0","0"
"NIU","2019","0","0"
"PRK","1990","229","231"
"PRK","1991","235","237"
"PRK","1992","239","243"
"PRK","1993","244","249"
"PRK","1994","248","256"
"PRK","1995","251","262"
"PRK","1996","255","269"
"PRK","1997","258","277"
"PRK","1998","259","284"
"PRK","1999","259","291"
"PRK","2000","255","298"
"PRK","2001","248","304"
"PRK","2002","244","308"
"PRK","2003","241","313"
"PRK","2004","241","318"
"PRK","2005","242","324"
"PRK","2006","245","331"
"PRK","2007","250","338"
"PRK","2008","256","344"
"PRK","2009","263","349"
"PRK","2010","269","354"
"PRK","2011","275","359"
"PRK","2012","282","363"
"PRK","2013","288","366"
"PRK","2014","296","369"
"PRK","2015","303","371"
"PRK","2016","311","374"
"PRK","2017","320","377"
"PRK","2018","329","381"
"PRK","2019","338","384"
"MKD","1990","3","23"
"MKD","1991","3","23"
"MKD","1992","3","25"
"MKD","1993","3","26"
"MKD","1994","3","26"
"MKD","1995","3","27"
"MKD","1996","3","29"
"MKD","1997","4","29"
"MKD","1998","6","31"
"MKD","1999","7","32"
"MKD","2000","8","32"
"MKD","2001","10","34"
"MKD","2002","12","36"
"MKD","2003","12","36"
"MKD","2004","12","34"
"MKD","2005","11","33"
"MKD","2006","12","31"
"MKD","2007","14","30"
"MKD","2008","14","27"
"MKD","2009","14","26"
"MKD","2010","14","26"
"MKD","2011","12","25"
"MKD","2012","11","25"
"MKD","2013","12","25"
"MKD","2014","12","25"
"MKD","2015","12","25"
"MKD","2016","13","26"
"MKD","2017","13","26"
"MKD","2018","13","27"
"MKD","2019","13","27"
"MNP","1990","0","1"
"MNP","1991","0","2"
"MNP","1992","0","2"
"MNP","1993","0","1"
"MNP","1994","0","1"
"MNP","1995","0","1"
"MNP","1996","0","2"
"MNP","1997","0","2"
"MNP","1998","0","2"
"MNP","1999","0","2"
"MNP","2000","0","2"
"MNP","2001","0","2"
"MNP","2002","0","2"
"MNP","2003","0","2"
"MNP","2004","0","2"
"MNP","2005","0","2"
"MNP","2006","0","2"
"MNP","2007","0","2"
"MNP","2008","0","2"
"MNP","2009","0","2"
"MNP","2010","0","2"
"MNP","2011","0","2"
"MNP","2012","0","2"
"MNP","2013","0","2"
"MNP","2014","0","2"
"MNP","2015","0","2"
"MNP","2016","0","2"
"MNP","2017","0","2"
"MNP","2018","0","2"
"MNP","2019","0","2"
"NOR","1990","97","290"
"NOR","1991","114","293"
"NOR","1992","130","293"
"NOR","1993","145","296"
"NOR","1994","166","297"
"NOR","1995","185","290"
"NOR","1996","210","280"
"NOR","1997","232","273"
"NOR","1998","265","262"
"NOR","1999","286","263"
"NOR","2000","319","255"
"NOR","2001","335","257"
"NOR","2002","330","258"
"NOR","2003","321","260"
"NOR","2004","327","254"
"NOR","2005","319","252"
"NOR","2006","313","253"
"NOR","2007","304","250"
"NOR","2008","299","252"
"NOR","2009","294","251"
"NOR","2010","286","251"
"NOR","2011","279","248"
"NOR","2012","271","244"
"NOR","2013","266","239"
"NOR","2014","261","235"
"NOR","2015","253","231"
"NOR","2016","247","228"
"NOR","2017","237","227"
"NOR","2018","238","235"
"NOR","2019","239","241"
"OMN","1990","3","4"
"OMN","1991","4","4"
"OMN","1992","4","4"
"OMN","1993","4","4"
"OMN","1994","4","4"
"OMN","1995","5","5"
"OMN","1996","5","5"
"OMN","1997","5","5"
"OMN","1998","6","5"
"OMN","1999","6","5"
"OMN","2000","6","5"
"OMN","2001","7","5"
"OMN","2002","7","5"
"OMN","2003","7","5"
"OMN","2004","7","5"
"OMN","2005","7","5"
"OMN","2006","8","5"
"OMN","2007","10","6"
"OMN","2008","10","6"
"OMN","2009","11","6"
"OMN","2010","11","6"
"OMN","2011","13","7"
"OMN","2012","15","8"
"OMN","2013","15","8"
"OMN","2014","14","8"
"OMN","2015","14","8"
"OMN","2016","15","8"
"OMN","2017","16","8"
"OMN","2018","16","8"
"OMN","2019","16","8"
"PAK","1990","247","912"
"PAK","1991","261","949"
"PAK","1992","276","989"
"PAK","1993","290","1030"
"PAK","1994","309","1082"
"PAK","1995","336","1146"
"PAK","1996","358","1196"
"PAK","1997","380","1244"
"PAK","1998","396","1275"
"PAK","1999","418","1312"
"PAK","2000","441","1360"
"PAK","2001","469","1405"
"PAK","2002","510","1443"
"PAK","2003","557","1476"
"PAK","2004","608","1508"
"PAK","2005","651","1544"
"PAK","2006","678","1573"
"PAK","2007","702","1596"
"PAK","2008","734","1632"
"PAK","2009","762","1665"
"PAK","2010","790","1701"
"PAK","2011","805","1734"
"PAK","2012","822","1774"
"PAK","2013","852","1834"
"PAK","2014","863","1897"
"PAK","2015","863","1943"
"PAK","2016","866","1999"
"PAK","2017","859","2050"
"PAK","2018","859","2090"
"PAK","2019","867","2142"
"PLW","1990","0","0"
"PLW","1991","0","0"
"PLW","1992","0","0"
"PLW","1993","0","0"
"PLW","1994","0","0"
"PLW","1995","0","0"
"PLW","1996","0","0"
"PLW","1997","0","0"
"PLW","1998","0","0"
"PLW","1999","0","0"
"PLW","2000","0","0"
"PLW","2001","0","0"
"PLW","2002","0","0"
"PLW","2003","0","0"
"PLW","2004","0","0"
"PLW","2005","0","0"
"PLW","2006","0","0"
"PLW","2007","0","0"
"PLW","2008","0","0"
"PLW","2009","0","0"
"PLW","2010","0","0"
"PLW","2011","0","0"
"PLW","2012","0","0"
"PLW","2013","0","0"
"PLW","2014","0","0"
"PLW","2015","0","0"
"PLW","2016","0","0"
"PLW","2017","0","0"
"PLW","2018","0","0"
"PLW","2019","0","0"
"PSE","1990","2","3"
"PSE","1991","2","3"
"PSE","1992","2","3"
"PSE","1993","2","3"
"PSE","1994","2","3"
"PSE","1995","2","3"
"PSE","1996","2","3"
"PSE","1997","2","3"
"PSE","1998","2","3"
"PSE","1999","3","3"
"PSE","2000","3","4"
"PSE","2001","3","4"
"PSE","2002","3","4"
"PSE","2003","3","4"
"PSE","2004","3","4"
"PSE","2005","3","4"
"PSE","2006","3","4"
"PSE","2007","3","4"
"PSE","2008","3","4"
"PSE","2009","3","4"
"PSE","2010","3","4"
"PSE","2011","4","5"
"PSE","2012","4","5"
"PSE","2013","5","5"
"PSE","2014","6","6"
"PSE","2015","6","6"
"PSE","2016","6","6"
"PSE","2017","7","6"
"PSE","2018","7","6"
"PSE","2019","8","7"
"PAN","1990","3","16"
"PAN","1991","3","17"
"PAN","1992","3","18"
"PAN","1993","4","19"
"PAN","1994","4","19"
"PAN","1995","4","20"
"PAN","1996","4","21"
"PAN","1997","5","22"
"PAN","1998","8","22"
"PAN","1999","10","22"
"PAN","2000","12","22"
"PAN","2001","12","21"
"PAN","2002","13","20"
"PAN","2003","14","22"
"PAN","2004","14","21"
"PAN","2005","13","22"
"PAN","2006","16","23"
"PAN","2007","14","21"
"PAN","2008","13","21"
"PAN","2009","12","23"
"PAN","2010","12","24"
"PAN","2011","12","26"
"PAN","2012","12","26"
"PAN","2013","12","26"
"PAN","2014","12","27"
"PAN","2015","13","29"
"PAN","2016","14","30"
"PAN","2017","16","31"
"PAN","2018","17","31"
"PAN","2019","19","32"
"PNG","1990","8","31"
"PNG","1991","9","32"
"PNG","1992","9","33"
"PNG","1993","9","34"
"PNG","1994","9","35"
"PNG","1995","10","36"
"PNG","1996","10","38"
"PNG","1997","10","39"
"PNG","1998","11","41"
"PNG","1999","11","43"
"PNG","2000","11","45"
"PNG","2001","12","47"
"PNG","2002","12","50"
"PNG","2003","12","52"
"PNG","2004","13","55"
"PNG","2005","13","58"
"PNG","2006","14","61"
"PNG","2007","15","64"
"PNG","2008","15","66"
"PNG","2009","15","68"
"PNG","2010","17","72"
"PNG","2011","18","76"
"PNG","2012","18","78"
"PNG","2013","19","80"
"PNG","2014","20","83"
"PNG","2015","21","87"
"PNG","2016","22","89"
"PNG","2017","23","92"
"PNG","2018","24","96"
"PNG","2019","25","99"
"PRY","1990","2","62"
"PRY","1991","2","63"
"PRY","1992","2","71"
"PRY","1993","3","75"
"PRY","1994","3","81"
"PRY","1995","3","86"
"PRY","1996","4","90"
"PRY","1997","4","89"
"PRY","1998","4","90"
"PRY","1999","4","90"
"PRY","2000","4","91"
"PRY","2001","5","91"
"PRY","2002","5","93"
"PRY","2003","6","99"
"PRY","2004","6","107"
"PRY","2005","6","113"
"PRY","2006","7","119"
"PRY","2007","7","121"
"PRY","2008","7","130"
"PRY","2009","8","146"
"PRY","2010","8","160"
"PRY","2011","9","177"
"PRY","2012","10","201"
"PRY","2013","10","232"
"PRY","2014","11","261"
"PRY","2015","12","293"
"PRY","2016","14","318"
"PRY","2017","14","320"
"PRY","2018","14","319"
"PRY","2019","15","318"
"PER","1990","74","322"
"PER","1991","70","306"
"PER","1992","80","340"
"PER","1993","86","363"
"PER","1994","92","375"
"PER","1995","99","394"
"PER","1996","102","405"
"PER","1997","111","439"
"PER","1998","118","470"
"PER","1999","119","488"
"PER","2000","130","502"
"PER","2001","134","488"
"PER","2002","140","479"
"PER","2003","151","474"
"PER","2004","147","429"
"PER","2005","146","373"
"PER","2006","144","323"
"PER","2007","143","278"
"PER","2008","134","247"
"PER","2009","163","274"
"PER","2010","171","278"
"PER","2011","172","275"
"PER","2012","170","274"
"PER","2013","167","274"
"PER","2014","160","273"
"PER","2015","158","280"
"PER","2016","160","292"
"PER","2017","162","307"
"PER","2018","165","325"
"PER","2019","166","342"
"PHL","1990","189","917"
"PHL","1991","192","944"
"PHL","1992","197","992"
"PHL","1993","202","1039"
"PHL","1994","205","1079"
"PHL","1995","209","1109"
"PHL","1996","219","1153"
"PHL","1997","224","1167"
"PHL","1998","229","1180"
"PHL","1999","224","1137"
"PHL","2000","226","1080"
"PHL","2001","222","1012"
"PHL","2002","213","965"
"PHL","2003","203","928"
"PHL","2004","198","910"
"PHL","2005","196","906"
"PHL","2006","193","897"
"PHL","2007","192","888"
"PHL","2008","198","901"
"PHL","2009","200","912"
"PHL","2010","204","923"
"PHL","2011","210","937"
"PHL","2012","221","955"
"PHL","2013","234","972"
"PHL","2014","248","1000"
"PHL","2015","265","1032"
"PHL","2016","278","1054"
"PHL","2017","295","1071"
"PHL","2018","311","1088"
"PHL","2019","325","1105"
"POL","1990","262","2738"
"POL","1991","278","3037"
"POL","1992","271","3194"
"POL","1993","263","3191"
"POL","1994","263","3273"
"POL","1995","265","3429"
"POL","1996","253","3391"
"POL","1997","252","3393"
"POL","1998","244","3383"
"POL","1999","241","3377"
"POL","2000","228","3297"
"POL","2001","216","3342"
"POL","2002","209","3384"
"POL","2003","202","3515"
"POL","2004","197","3718"
"POL","2005","189","3937"
"POL","2006","177","4144"
"POL","2007","172","4287"
"POL","2008","170","4327"
"POL","2009","170","4304"
"POL","2010","168","4295"
"POL","2011","169","4325"
"POL","2012","169","4357"
"POL","2013","171","4335"
"POL","2014","172","4309"
"POL","2015","179","4430"
"POL","2016","182","4469"
"POL","2017","192","4425"
"POL","2018","202","4402"
"POL","2019","211","4380"
"PRT","1990","36","117"
"PRT","1991","49","117"
"PRT","1992","63","115"
"PRT","1993","74","109"
"PRT","1994","85","103"
"PRT","1995","94","101"
"PRT","1996","96","101"
"PRT","1997","98","99"
"PRT","1998","97","101"
"PRT","1999","91","106"
"PRT","2000","82","115"
"PRT","2001","75","133"
"PRT","2002","63","158"
"PRT","2003","53","166"
"PRT","2004","47","175"
"PRT","2005","38","180"
"PRT","2006","34","184"
"PRT","2007","37","193"
"PRT","2008","39","199"
"PRT","2009","40","199"
"PRT","2010","41","197"
"PRT","2011","38","192"
"PRT","2012","40","186"
"PRT","2013","42","181"
"PRT","2014","43","180"
"PRT","2015","44","180"
"PRT","2016","45","179"
"PRT","2017","46","180"
"PRT","2018","49","181"
"PRT","2019","51","182"
"PRI","1990","25","224"
"PRI","1991","33","229"
"PRI","1992","46","235"
"PRI","1993","70","238"
"PRI","1994","117","232"
"PRI","1995","179","235"
"PRI","1996","208","229"
"PRI","1997","250","224"
"PRI","1998","293","232"
"PRI","1999","294","229"
"PRI","2000","316","224"
"PRI","2001","323","212"
"PRI","2002","290","193"
"PRI","2003","259","173"
"PRI","2004","235","168"
"PRI","2005","222","162"
"PRI","2006","208","156"
"PRI","2007","188","152"
"PRI","2008","162","149"
"PRI","2009","140","150"
"PRI","2010","114","143"
"PRI","2011","105","142"
"PRI","2012","88","140"
"PRI","2013","78","139"
"PRI","2014","70","135"
"PRI","2015","59","131"
"PRI","2016","59","131"
"PRI","2017","58","136"
"PRI","2018","56","138"
"PRI","2019","55","141"
"QAT","1990","1","1"
"QAT","1991","1","1"
"QAT","1992","1","1"
"QAT","1993","1","1"
"QAT","1994","1","1"
"QAT","1995","2","2"
"QAT","1996","2","1"
"QAT","1997","2","1"
"QAT","1998","2","2"
"QAT","1999","2","2"
"QAT","2000","2","2"
"QAT","2001","2","2"
"QAT","2002","2","2"
"QAT","2003","2","2"
"QAT","2004","2","2"
"QAT","2005","2","2"
"QAT","2006","2","3"
"QAT","2007","3","3"
"QAT","2008","3","3"
"QAT","2009","4","4"
"QAT","2010","4","4"
"QAT","2011","5","4"
"QAT","2012","5","5"
"QAT","2013","6","5"
"QAT","2014","6","5"
"QAT","2015","6","5"
"QAT","2016","6","5"
"QAT","2017","7","5"
"QAT","2018","7","6"
"QAT","2019","8","6"
"ROU","1990","168","1433"
"ROU","1991","172","1478"
"ROU","1992","182","1584"
"ROU","1993","188","1682"
"ROU","1994","197","1820"
"ROU","1995","212","1954"
"ROU","1996","228","2120"
"ROU","1997","234","2119"
"ROU","1998","233","1913"
"ROU","1999","247","1589"
"ROU","2000","227","1406"
"ROU","2001","218","1313"
"ROU","2002","216","1225"
"ROU","2003","217","1111"
"ROU","2004","212","993"
"ROU","2005","203","888"
"ROU","2006","189","809"
"ROU","2007","179","754"
"ROU","2008","182","728"
"ROU","2009","185","697"
"ROU","2010","182","662"
"ROU","2011","165","597"
"ROU","2012","163","561"
"ROU","2013","156","528"
"ROU","2014","154","534"
"ROU","2015","150","518"
"ROU","2016","144","514"
"ROU","2017","141","513"
"ROU","2018","146","533"
"ROU","2019","149","545"
"RUS","1990","4495","27077"
"RUS","1991","4902","29957"
"RUS","1992","5727","35807"
"RUS","1993","7142","44435"
"RUS","1994","8049","50470"
"RUS","1995","7941","50338"
"RUS","1996","7737","47830"
"RUS","1997","7603","44772"
"RUS","1998","8020","44090"
"RUS","1999","9199","46710"
"RUS","2000","10108","50326"
"RUS","2001","9827","52715"
"RUS","2002","9596","54541"
"RUS","2003","10144","55200"
"RUS","2004","10785","53800"
"RUS","2005","12436","52546"
"RUS","2006","12394","47517"
"RUS","2007","11972","42789"
"RUS","2008","11831","39783"
"RUS","2009","10686","36302"
"RUS","2010","10443","33886"
"RUS","2011","9485","30734"
"RUS","2012","9125","28955"
"RUS","2013","8806","28007"
"RUS","2014","8538","28222"
"RUS","2015","7565","27643"
"RUS","2016","6832","27287"
"RUS","2017","6155","26754"
"RUS","2018","6032","27719"
"RUS","2019","5877","28460"
"RWA","1990","10","85"
"RWA","1991","10","90"
"RWA","1992","10","86"
"RWA","1993","9","74"
"RWA","1994","8","73"
"RWA","1995","9","80"
"RWA","1996","10","90"
"RWA","1997","11","95"
"RWA","1998","11","94"
"RWA","1999","11","89"
"RWA","2000","10","85"
"RWA","2001","10","82"
"RWA","2002","10","81"
"RWA","2003","10","80"
"RWA","2004","10","80"
"RWA","2005","10","80"
"RWA","2006","10","81"
"RWA","2007","11","82"
"RWA","2008","11","84"
"RWA","2009","11","86"
"RWA","2010","12","89"
"RWA","2011","12","92"
"RWA","2012","13","96"
"RWA","2013","13","99"
"RWA","2014","14","103"
"RWA","2015","15","107"
"RWA","2016","16","110"
"RWA","2017","17","114"
"RWA","2018","18","119"
"RWA","2019","19","123"
"KNA","1990","0","5"
"KNA","1991","0","5"
"KNA","1992","0","5"
"KNA","1993","0","5"
"KNA","1994","0","5"
"KNA","1995","0","5"
"KNA","1996","0","6"
"KNA","1997","0","6"
"KNA","1998","0","6"
"KNA","1999","0","6"
"KNA","2000","0","6"
"KNA","2001","0","6"
"KNA","2002","0","6"
"KNA","2003","0","6"
"KNA","2004","0","6"
"KNA","2005","0","6"
"KNA","2006","0","6"
"KNA","2007","0","7"
"KNA","2008","0","6"
"KNA","2009","0","7"
"KNA","2010","0","7"
"KNA","2011","0","7"
"KNA","2012","0","7"
"KNA","2013","0","8"
"KNA","2014","0","8"
"KNA","2015","0","9"
"KNA","2016","0","9"
"KNA","2017","0","9"
"KNA","2018","0","10"
"KNA","2019","0","11"
"LCA","1990","0","4"
"LCA","1991","0","4"
"LCA","1992","0","4"
"LCA","1993","0","4"
"LCA","1994","0","4"
"LCA","1995","0","4"
"LCA","1996","0","5"
"LCA","1997","0","5"
"LCA","1998","1","5"
"LCA","1999","1","5"
"LCA","2000","1","5"
"LCA","2001","1","5"
"LCA","2002","1","5"
"LCA","2003","1","6"
"LCA","2004","1","6"
"LCA","2005","1","6"
"LCA","2006","1","6"
"LCA","2007","1","6"
"LCA","2008","1","6"
"LCA","2009","1","7"
"LCA","2010","1","7"
"LCA","2011","1","7"
"LCA","2012","1","7"
"LCA","2013","1","7"
"LCA","2014","1","8"
"LCA","2015","1","8"
"LCA","2016","1","8"
"LCA","2017","1","8"
"LCA","2018","1","9"
"LCA","2019","1","9"
"VCT","1990","0","3"
"VCT","1991","0","3"
"VCT","1992","0","3"
"VCT","1993","0","4"
"VCT","1994","0","4"
"VCT","1995","0","4"
"VCT","1996","0","4"
"VCT","1997","0","4"
"VCT","1998","0","4"
"VCT","1999","0","5"
"VCT","2000","0","5"
"VCT","2001","0","5"
"VCT","2002","0","5"
"VCT","2003","0","5"
"VCT","2004","0","5"
"VCT","2005","0","5"
"VCT","2006","0","5"
"VCT","2007","0","5"
"VCT","2008","0","6"
"VCT","2009","0","6"
"VCT","2010","0","6"
"VCT","2011","0","6"
"VCT","2012","0","6"
"VCT","2013","0","7"
"VCT","2014","0","7"
"VCT","2015","0","7"
"VCT","2016","0","8"
"VCT","2017","0","8"
"VCT","2018","0","8"
"VCT","2019","0","8"
"WSM","1990","1","1"
"WSM","1991","1","1"
"WSM","1992","1","1"
"WSM","1993","1","1"
"WSM","1994","1","1"
"WSM","1995","1","1"
"WSM","1996","1","1"
"WSM","1997","1","2"
"WSM","1998","1","2"
"WSM","1999","1","2"
"WSM","2000","1","2"
"WSM","2001","1","2"
"WSM","2002","1","2"
"WSM","2003","1","2"
"WSM","2004","1","2"
"WSM","2005","1","2"
"WSM","2006","1","2"
"WSM","2007","1","2"
"WSM","2008","1","2"
"WSM","2009","1","2"
"WSM","2010","1","2"
"WSM","2011","1","2"
"WSM","2012","1","2"
"WSM","2013","1","2"
"WSM","2014","1","2"
"WSM","2015","1","2"
"WSM","2016","1","2"
"WSM","2017","1","2"
"WSM","2018","1","2"
"WSM","2019","1","2"
"SMR","1990","0","0"
"SMR","1991","0","0"
"SMR","1992","0","0"
"SMR","1993","0","0"
"SMR","1994","0","0"
"SMR","1995","0","0"
"SMR","1996","0","0"
"SMR","1997","0","0"
"SMR","1998","0","0"
"SMR","1999","0","0"
"SMR","2000","0","0"
"SMR","2001","0","0"
"SMR","2002","0","0"
"SMR","2003","0","0"
"SMR","2004","0","0"
"SMR","2005","0","0"
"SMR","2006","0","0"
"SMR","2007","0","0"
"SMR","2008","0","0"
"SMR","2009","0","0"
"SMR","2010","0","0"
"SMR","2011","0","0"
"SMR","2012","0","0"
"SMR","2013","0","0"
"SMR","2014","0","0"
"SMR","2015","0","0"
"SMR","2016","0","0"
"SMR","2017","0","0"
"SMR","2018","0","0"
"SMR","2019","0","0"
"STP","1990","0","1"
"STP","1991","0","1"
"STP","1992","0","1"
"STP","1993","0","1"
"STP","1994","0","1"
"STP","1995","0","1"
"STP","1996","0","1"
"STP","1997","0","1"
"STP","1998","0","1"
"STP","1999","0","1"
"STP","2000","0","1"
"STP","2001","0","1"
"STP","2002","0","1"
"STP","2003","0","1"
"STP","2004","0","1"
"STP","2005","0","1"
"STP","2006","0","1"
"STP","2007","0","1"
"STP","2008","0","1"
"STP","2009","0","1"
"STP","2010","1","1"
"STP","2011","1","1"
"STP","2012","1","1"
"STP","2013","1","2"
"STP","2014","1","2"
"STP","2015","1","2"
"STP","2016","1","2"
"STP","2017","1","2"
"STP","2018","1","2"
"STP","2019","1","2"
"SAU","1990","53","36"
"SAU","1991","58","38"
"SAU","1992","64","39"
"SAU","1993","70","41"
"SAU","1994","76","43"
"SAU","1995","83","45"
"SAU","1996","91","46"
"SAU","1997","98","48"
"SAU","1998","106","50"
"SAU","1999","115","52"
"SAU","2000","125","53"
"SAU","2001","126","56"
"SAU","2002","138","60"
"SAU","2003","139","58"
"SAU","2004","118","57"
"SAU","2005","114","61"
"SAU","2006","114","66"
"SAU","2007","117","67"
"SAU","2008","122","69"
"SAU","2009","115","71"
"SAU","2010","112","71"
"SAU","2011","94","71"
"SAU","2012","95","73"
"SAU","2013","114","78"
"SAU","2014","128","82"
"SAU","2015","140","85"
"SAU","2016","155","90"
"SAU","2017","170","94"
"SAU","2018","185","99"
"SAU","2019","201","104"
"SEN","1990","8","46"
"SEN","1991","9","47"
"SEN","1992","9","47"
"SEN","1993","9","47"
"SEN","1994","9","48"
"SEN","1995","9","47"
"SEN","1996","9","47"
"SEN","1997","9","47"
"SEN","1998","9","48"
"SEN","1999","9","48"
"SEN","2000","9","47"
"SEN","2001","11","58"
"SEN","2002","11","60"
"SEN","2003","11","58"
"SEN","2004","11","62"
"SEN","2005","12","63"
"SEN","2006","12","64"
"SEN","2007","12","66"
"SEN","2008","13","68"
"SEN","2009","14","72"
"SEN","2010","13","68"
"SEN","2011","14","71"
"SEN","2012","14","72"
"SEN","2013","15","75"
"SEN","2014","16","79"
"SEN","2015","17","81"
"SEN","2016","18","85"
"SEN","2017","19","86"
"SEN","2018","19","86"
"SEN","2019","20","89"
"SRB","1990","33","387"
"SRB","1991","34","388"
"SRB","1992","35","399"
"SRB","1993","35","413"
"SRB","1994","35","427"
"SRB","1995","36","439"
"SRB","1996","37","450"
"SRB","1997","38","460"
"SRB","1998","33","426"
"SRB","1999","36","420"
"SRB","2000","42","433"
"SRB","2001","45","424"
"SRB","2002","45","430"
"SRB","2003","50","447"
"SRB","2004","60","460"
"SRB","2005","69","466"
"SRB","2006","72","456"
"SRB","2007","76","450"
"SRB","2008","80","452"
"SRB","2009","78","443"
"SRB","2010","70","431"
"SRB","2011","64","417"
"SRB","2012","63","406"
"SRB","2013","61","397"
"SRB","2014","61","395"
"SRB","2015","60","393"
"SRB","2016","59","379"
"SRB","2017","63","378"
"SRB","2018","68","376"
"SRB","2019","72","376"
"SYC","1990","0","0"
"SYC","1991","0","0"
"SYC","1992","0","0"
"SYC","1993","0","0"
"SYC","1994","0","1"
"SYC","1995","0","1"
"SYC","1996","1","1"
"SYC","1997","1","1"
"SYC","1998","1","1"
"SYC","1999","1","1"
"SYC","2000","1","1"
"SYC","2001","1","1"
"SYC","2002","1","1"
"SYC","2003","1","1"
"SYC","2004","1","1"
"SYC","2005","1","1"
"SYC","2006","1","1"
"SYC","2007","1","1"
"SYC","2008","1","1"
"SYC","2009","1","1"
"SYC","2010","1","1"
"SYC","2011","1","1"
"SYC","2012","1","1"
"SYC","2013","1","1"
"SYC","2014","1","1"
"SYC","2015","1","1"
"SYC","2016","1","1"
"SYC","2017","1","1"
"SYC","2018","1","1"
"SYC","2019","1","1"
"SLE","1990","4","27"
"SLE","1991","4","26"
"SLE","1992","4","26"
"SLE","1993","4","26"
"SLE","1994","4","25"
"SLE","1995","4","25"
"SLE","1996","4","25"
"SLE","1997","4","25"
"SLE","1998","4","26"
"SLE","1999","4","26"
"SLE","2000","4","26"
"SLE","2001","4","27"
"SLE","2002","4","28"
"SLE","2003","5","29"
"SLE","2004","5","30"
"SLE","2005","5","32"
"SLE","2006","5","33"
"SLE","2007","6","34"
"SLE","2008","6","34"
"SLE","2009","6","35"
"SLE","2010","6","36"
"SLE","2011","7","37"
"SLE","2012","7","39"
"SLE","2013","7","40"
"SLE","2014","8","42"
"SLE","2015","8","43"
"SLE","2016","9","44"
"SLE","2017","9","46"
"SLE","2018","10","48"
"SLE","2019","10","49"
"SGP","1990","4","6"
"SGP","1991","4","6"
"SGP","1992","4","6"
"SGP","1993","4","6"
"SGP","1994","5","6"
"SGP","1995","5","6"
"SGP","1996","5","7"
"SGP","1997","6","7"
"SGP","1998","6","7"
"SGP","1999","5","7"
"SGP","2000","5","7"
"SGP","2001","5","7"
"SGP","2002","5","8"
"SGP","2003","6","8"
"SGP","2004","7","8"
"SGP","2005","8","8"
"SGP","2006","9","8"
"SGP","2007","10","9"
"SGP","2008","10","10"
"SGP","2009","10","10"
"SGP","2010","11","10"
"SGP","2011","12","10"
"SGP","2012","13","11"
"SGP","2013","13","11"
"SGP","2014","14","12"
"SGP","2015","15","12"
"SGP","2016","15","12"
"SGP","2017","15","12"
"SGP","2018","15","13"
"SGP","2019","16","13"
"SVK","1990","42","214"
"SVK","1991","42","212"
"SVK","1992","41","209"
"SVK","1993","43","193"
"SVK","1994","45","170"
"SVK","1995","48","158"
"SVK","1996","48","143"
"SVK","1997","53","144"
"SVK","1998","51","139"
"SVK","1999","47","134"
"SVK","2000","44","130"
"SVK","2001","41","132"
"SVK","2002","37","138"
"SVK","2003","33","145"
"SVK","2004","28","147"
"SVK","2005","25","160"
"SVK","2006","20","169"
"SVK","2007","20","183"
"SVK","2008","22","193"
"SVK","2009","22","201"
"SVK","2010","20","208"
"SVK","2011","21","222"
"SVK","2012","21","235"
"SVK","2013","21","240"
"SVK","2014","21","247"
"SVK","2015","21","248"
"SVK","2016","19","231"
"SVK","2017","19","226"
"SVK","2018","19","221"
"SVK","2019","18","218"
"SVN","1990","5","100"
