"C_Code","YYear","Drug_num","Alcohol_num"
"SVN","1991","5","100"
"SVN","1992","5","103"
"SVN","1993","6","105"
"SVN","1994","6","112"
"SVN","1995","8","119"
"SVN","1996","10","123"
"SVN","1997","12","134"
"SVN","1998","14","138"
"SVN","1999","16","138"
"SVN","2000","18","142"
"SVN","2001","20","146"
"SVN","2002","21","141"
"SVN","2003","22","135"
"SVN","2004","23","131"
"SVN","2005","23","128"
"SVN","2006","25","129"
"SVN","2007","27","133"
"SVN","2008","29","143"
"SVN","2009","28","151"
"SVN","2010","27","163"
"SVN","2011","26","174"
"SVN","2012","27","187"
"SVN","2013","26","198"
"SVN","2014","24","202"
"SVN","2015","26","218"
"SVN","2016","26","211"
"SVN","2017","27","211"
"SVN","2018","27","210"
"SVN","2019","28","209"
"SLB","1990","1","5"
"SLB","1991","2","5"
"SLB","1992","2","5"
"SLB","1993","2","5"
"SLB","1994","2","5"
"SLB","1995","2","5"
"SLB","1996","2","6"
"SLB","1997","2","6"
"SLB","1998","2","6"
"SLB","1999","2","6"
"SLB","2000","2","7"
"SLB","2001","2","7"
"SLB","2002","2","8"
"SLB","2003","2","8"
"SLB","2004","2","8"
"SLB","2005","3","9"
"SLB","2006","3","9"
"SLB","2007","3","9"
"SLB","2008","3","9"
"SLB","2009","3","10"
"SLB","2010","3","10"
"SLB","2011","3","11"
"SLB","2012","3","11"
"SLB","2013","3","11"
"SLB","2014","4","12"
"SLB","2015","4","12"
"SLB","2016","4","12"
"SLB","2017","4","12"
"SLB","2018","4","13"
"SLB","2019","4","13"
"SOM","1990","7","61"
"SOM","1991","7","62"
"SOM","1992","7","64"
"SOM","1993","7","65"
"SOM","1994","7","67"
"SOM","1995","8","69"
"SOM","1996","8","72"
"SOM","1997","8","75"
"SOM","1998","9","78"
"SOM","1999","9","80"
"SOM","2000","9","82"
"SOM","2001","9","84"
"SOM","2002","10","87"
"SOM","2003","10","90"
"SOM","2004","11","93"
"SOM","2005","11","95"
"SOM","2006","12","97"
"SOM","2007","12","101"
"SOM","2008","13","104"
"SOM","2009","14","107"
"SOM","2010","15","109"
"SOM","2011","15","112"
"SOM","2012","16","114"
"SOM","2013","17","117"
"SOM","2014","18","121"
"SOM","2015","19","125"
"SOM","2016","20","129"
"SOM","2017","21","134"
"SOM","2018","22","139"
"SOM","2019","23","143"
"ZAF","1990","255","469"
"ZAF","1991","271","494"
"ZAF","1992","305","538"
"ZAF","1993","287","525"
"ZAF","1994","305","565"
"ZAF","1995","310","589"
"ZAF","1996","302","619"
"ZAF","1997","347","721"
"ZAF","1998","346","747"
"ZAF","1999","332","715"
"ZAF","2000","345","720"
"ZAF","2001","328","667"
"ZAF","2002","325","644"
"ZAF","2003","322","626"
"ZAF","2004","306","599"
"ZAF","2005","288","578"
"ZAF","2006","277","577"
"ZAF","2007","254","553"
"ZAF","2008","240","547"
"ZAF","2009","222","548"
"ZAF","2010","199","552"
"ZAF","2011","175","544"
"ZAF","2012","162","549"
"ZAF","2013","151","565"
"ZAF","2014","145","592"
"ZAF","2015","137","605"
"ZAF","2016","126","588"
"ZAF","2017","120","586"
"ZAF","2018","117","578"
"ZAF","2019","115","582"
"KOR","1990","82","1071"
"KOR","1991","92","1179"
"KOR","1992","103","1276"
"KOR","1993","117","1381"
"KOR","1994","147","1485"
"KOR","1995","199","1509"
"KOR","1996","230","1523"
"KOR","1997","247","1509"
"KOR","1998","257","1490"
"KOR","1999","236","1442"
"KOR","2000","197","1364"
"KOR","2001","169","1272"
"KOR","2002","148","1198"
"KOR","2003","134","1151"
"KOR","2004","123","1107"
"KOR","2005","114","1060"
"KOR","2006","105","1016"
"KOR","2007","99","980"
"KOR","2008","95","962"
"KOR","2009","97","948"
"KOR","2010","97","935"
"KOR","2011","96","922"
"KOR","2012","99","916"
"KOR","2013","101","917"
"KOR","2014","102","920"
"KOR","2015","105","924"
"KOR","2016","109","933"
"KOR","2017","108","955"
"KOR","2018","114","974"
"KOR","2019","119","997"
"SSD","1990","5","39"
"SSD","1991","6","40"
"SSD","1992","6","40"
"SSD","1993","6","40"
"SSD","1994","6","41"
"SSD","1995","6","42"
"SSD","1996","6","42"
"SSD","1997","6","41"
"SSD","1998","6","41"
"SSD","1999","6","41"
"SSD","2000","6","41"
"SSD","2001","6","40"
"SSD","2002","6","40"
"SSD","2003","7","41"
"SSD","2004","7","42"
"SSD","2005","7","43"
"SSD","2006","8","44"
"SSD","2007","8","45"
"SSD","2008","8","45"
"SSD","2009","8","46"
"SSD","2010","9","47"
"SSD","2011","9","48"
"SSD","2012","9","49"
"SSD","2013","9","50"
"SSD","2014","9","50"
"SSD","2015","9","50"
"SSD","2016","9","50"
"SSD","2017","9","51"
"SSD","2018","10","52"
"SSD","2019","10","54"
"ESP","1990","585","339"
"ESP","1991","718","338"
"ESP","1992","800","333"
"ESP","1993","848","333"
"ESP","1994","895","335"
"ESP","1995","928","335"
"ESP","1996","939","343"
"ESP","1997","957","346"
"ESP","1998","939","362"
"ESP","1999","912","396"
"ESP","2000","882","412"
"ESP","2001","860","433"
"ESP","2002","840","440"
"ESP","2003","824","453"
"ESP","2004","807","461"
"ESP","2005","798","456"
"ESP","2006","776","454"
"ESP","2007","771","443"
"ESP","2008","770","433"
"ESP","2009","739","430"
"ESP","2010","717","427"
"ESP","2011","709","424"
"ESP","2012","706","420"
"ESP","2013","691","412"
"ESP","2014","687","409"
"ESP","2015","693","409"
"ESP","2016","696","409"
"ESP","2017","689","419"
"ESP","2018","714","423"
"ESP","2019","728","429"
"LKA","1990","143","315"
"LKA","1991","112","342"
"LKA","1992","94","388"
"LKA","1993","80","432"
"LKA","1994","76","502"
"LKA","1995","65","580"
"LKA","1996","80","662"
"LKA","1997","152","775"
"LKA","1998","181","806"
"LKA","1999","201","840"
"LKA","2000","215","865"
"LKA","2001","201","823"
"LKA","2002","193","777"
"LKA","2003","186","749"
"LKA","2004","180","679"
"LKA","2005","175","608"
"LKA","2006","156","531"
"LKA","2007","157","482"
"LKA","2008","142","452"
"LKA","2009","119","397"
"LKA","2010","110","374"
"LKA","2011","116","369"
"LKA","2012","113","350"
"LKA","2013","107","319"
"LKA","2014","111","335"
"LKA","2015","117","346"
"LKA","2016","121","362"
"LKA","2017","124","374"
"LKA","2018","130","384"
"LKA","2019","134","398"
"SDN","1990","100","68"
"SDN","1991","107","71"
"SDN","1992","115","73"
"SDN","1993","122","74"
"SDN","1994","129","76"
"SDN","1995","136","77"
"SDN","1996","144","78"
"SDN","1997","153","79"
"SDN","1998","162","79"
"SDN","1999","169","80"
"SDN","2000","177","79"
"SDN","2001","183","79"
"SDN","2002","190","79"
"SDN","2003","194","79"
"SDN","2004","201","80"
"SDN","2005","208","81"
"SDN","2006","215","81"
"SDN","2007","223","82"
"SDN","2008","233","84"
"SDN","2009","244","85"
"SDN","2010","254","86"
"SDN","2011","264","87"
"SDN","2012","276","89"
"SDN","2013","288","90"
"SDN","2014","302","91"
"SDN","2015","314","92"
"SDN","2016","331","94"
"SDN","2017","347","96"
"SDN","2018","365","98"
"SDN","2019","380","100"
"SUR","1990","0","6"
"SUR","1991","1","7"
"SUR","1992","1","7"
"SUR","1993","1","8"
"SUR","1994","1","8"
"SUR","1995","1","7"
"SUR","1996","2","7"
"SUR","1997","2","8"
"SUR","1998","3","9"
"SUR","1999","3","10"
"SUR","2000","3","10"
"SUR","2001","3","10"
"SUR","2002","3","11"
"SUR","2003","4","11"
"SUR","2004","3","11"
"SUR","2005","3","11"
"SUR","2006","3","11"
"SUR","2007","3","12"
"SUR","2008","3","12"
"SUR","2009","3","13"
"SUR","2010","3","13"
"SUR","2011","3","13"
"SUR","2012","2","13"
"SUR","2013","2","14"
"SUR","2014","2","14"
"SUR","2015","3","15"
"SUR","2016","3","15"
"SUR","2017","3","16"
"SUR","2018","3","16"
"SUR","2019","3","16"
"SWE","1990","97","401"
"SWE","1991","102","392"
"SWE","1992","109","386"
"SWE","1993","118","390"
"SWE","1994","125","394"
"SWE","1995","135","396"
"SWE","1996","151","415"
"SWE","1997","167","456"
"SWE","1998","183","485"
"SWE","1999","204","499"
"SWE","2000","222","506"
"SWE","2001","225","500"
"SWE","2002","220","508"
"SWE","2003","218","512"
"SWE","2004","224","501"
"SWE","2005","228","486"
"SWE","2006","236","470"
"SWE","2007","253","454"
"SWE","2008","273","436"
"SWE","2009","283","421"
"SWE","2010","295","405"
"SWE","2011","309","385"
"SWE","2012","327","366"
"SWE","2013","354","356"
"SWE","2014","386","350"
"SWE","2015","414","348"
"SWE","2016","436","348"
"SWE","2017","457","356"
"SWE","2018","470","359"
"SWE","2019","485","364"
"CHE","1990","316","246"
"CHE","1991","348","250"
"CHE","1992","369","257"
"CHE","1993","383","264"
"CHE","1994","394","269"
"CHE","1995","356","279"
"CHE","1996","326","274"
"CHE","1997","302","273"
"CHE","1998","286","272"
"CHE","1999","274","278"
"CHE","2000","274","280"
"CHE","2001","266","280"
"CHE","2002","251","276"
"CHE","2003","233","275"
"CHE","2004","220","268"
"CHE","2005","220","261"
"CHE","2006","219","256"
"CHE","2007","215","258"
"CHE","2008","214","258"
"CHE","2009","206","260"
"CHE","2010","196","262"
"CHE","2011","190","264"
"CHE","2012","186","261"
"CHE","2013","186","261"
"CHE","2014","186","262"
"CHE","2015","185","263"
"CHE","2016","188","260"
"CHE","2017","196","268"
"CHE","2018","204","272"
"CHE","2019","212","277"
"SYR","1990","57","32"
"SYR","1991","60","33"
"SYR","1992","65","35"
"SYR","1993","65","34"
"SYR","1994","67","35"
"SYR","1995","69","35"
"SYR","1996","73","36"
"SYR","1997","75","37"
"SYR","1998","79","38"
"SYR","1999","80","38"
"SYR","2000","82","39"
"SYR","2001","84","39"
"SYR","2002","90","41"
"SYR","2003","92","43"
"SYR","2004","100","47"
"SYR","2005","113","51"
"SYR","2006","130","56"
"SYR","2007","142","61"
"SYR","2008","150","66"
"SYR","2009","153","66"
"SYR","2010","121","62"
"SYR","2011","136","62"
"SYR","2012","134","61"
"SYR","2013","132","60"
"SYR","2014","132","59"
"SYR","2015","131","59"
"SYR","2016","135","59"
"SYR","2017","140","59"
"SYR","2018","146","60"
"SYR","2019","153","61"
"TWN","1990","264","175"
"TWN","1991","266","177"
"TWN","1992","262","174"
"TWN","1993","267","176"
"TWN","1994","258","178"
"TWN","1995","234","173"
"TWN","1996","216","172"
"TWN","1997","205","175"
"TWN","1998","202","172"
"TWN","1999","204","157"
"TWN","2000","215","146"
"TWN","2001","226","136"
"TWN","2002","234","130"
"TWN","2003","243","133"
"TWN","2004","262","140"
"TWN","2005","279","158"
"TWN","2006","289","178"
"TWN","2007","293","210"
"TWN","2008","284","260"
"TWN","2009","275","298"
"TWN","2010","277","332"
"TWN","2011","296","370"
"TWN","2012","310","394"
"TWN","2013","327","417"
"TWN","2014","362","440"
"TWN","2015","389","451"
"TWN","2016","422","458"
"TWN","2017","450","437"
"TWN","2018","487","427"
"TWN","2019","518","415"
"TJK","1990","13","121"
"TJK","1991","13","133"
"TJK","1992","14","152"
"TJK","1993","13","165"
"TJK","1994","15","192"
"TJK","1995","15","200"
"TJK","1996","14","207"
"TJK","1997","14","201"
"TJK","1998","14","196"
"TJK","1999","14","192"
"TJK","2000","14","190"
"TJK","2001","14","186"
"TJK","2002","15","182"
"TJK","2003","15","178"
"TJK","2004","17","181"
"TJK","2005","19","187"
"TJK","2006","19","187"
"TJK","2007","20","188"
"TJK","2008","21","186"
"TJK","2009","22","183"
"TJK","2010","22","178"
"TJK","2011","22","172"
"TJK","2012","22","164"
"TJK","2013","21","153"
"TJK","2014","21","144"
"TJK","2015","20","135"
"TJK","2016","19","126"
"TJK","2017","21","134"
"TJK","2018","23","141"
"TJK","2019","24","147"
"TZA","1990","39","153"
"TZA","1991","41","156"
"TZA","1992","43","160"
"TZA","1993","46","164"
"TZA","1994","48","167"
"TZA","1995","51","170"
"TZA","1996","52","175"
"TZA","1997","55","182"
"TZA","1998","58","188"
"TZA","1999","61","195"
"TZA","2000","63","200"
"TZA","2001","64","202"
"TZA","2002","67","207"
"TZA","2003","71","214"
"TZA","2004","75","222"
"TZA","2005","79","229"
"TZA","2006","84","236"
"TZA","2007","92","243"
"TZA","2008","103","252"
"TZA","2009","113","259"
"TZA","2010","122","265"
"TZA","2011","128","272"
"TZA","2012","136","282"
"TZA","2013","144","291"
"TZA","2014","150","298"
"TZA","2015","155","307"
"TZA","2016","164","315"
"TZA","2017","174","327"
"TZA","2018","184","339"
"TZA","2019","193","350"
"THA","1990","218","672"
"THA","1991","244","721"
"THA","1992","273","765"
"THA","1993","313","821"
"THA","1994","364","884"
"THA","1995","430","945"
"THA","1996","497","990"
"THA","1997","487","915"
"THA","1998","488","918"
"THA","1999","544","971"
"THA","2000","547","918"
"THA","2001","536","821"
"THA","2002","542","783"
"THA","2003","530","750"
"THA","2004","486","702"
"THA","2005","448","667"
"THA","2006","425","651"
"THA","2007","401","641"
"THA","2008","373","630"
"THA","2009","347","616"
"THA","2010","341","619"
"THA","2011","339","616"
"THA","2012","341","614"
"THA","2013","340","606"
"THA","2014","349","611"
"THA","2015","368","615"
"THA","2016","398","629"
"THA","2017","425","631"
"THA","2018","459","631"
"THA","2019","486","634"
"TLS","1990","1","6"
"TLS","1991","1","6"
"TLS","1992","1","6"
"TLS","1993","1","6"
"TLS","1994","1","6"
"TLS","1995","1","6"
"TLS","1996","1","6"
"TLS","1997","1","6"
"TLS","1998","1","6"
"TLS","1999","1","6"
"TLS","2000","1","6"
"TLS","2001","1","6"
"TLS","2002","1","5"
"TLS","2003","1","5"
"TLS","2004","1","5"
"TLS","2005","1","5"
"TLS","2006","1","5"
"TLS","2007","1","5"
"TLS","2008","1","5"
"TLS","2009","1","5"
"TLS","2010","1","5"
"TLS","2011","1","5"
"TLS","2012","1","6"
"TLS","2013","1","6"
"TLS","2014","1","6"
"TLS","2015","1","6"
"TLS","2016","2","6"
"TLS","2017","2","7"
"TLS","2018","2","7"
"TLS","2019","2","7"
"TGO","1990","4","20"
"TGO","1991","4","21"
"TGO","1992","5","22"
"TGO","1993","5","23"
"TGO","1994","5","23"
"TGO","1995","6","24"
"TGO","1996","6","26"
"TGO","1997","6","26"
"TGO","1998","7","27"
"TGO","1999","7","28"
"TGO","2000","7","28"
"TGO","2001","7","29"
"TGO","2002","8","30"
"TGO","2003","8","31"
"TGO","2004","8","32"
"TGO","2005","9","33"
"TGO","2006","9","34"
"TGO","2007","9","36"
"TGO","2008","10","38"
"TGO","2009","11","40"
"TGO","2010","11","41"
"TGO","2011","12","42"
"TGO","2012","12","43"
"TGO","2013","12","44"
"TGO","2014","13","45"
"TGO","2015","14","46"
"TGO","2016","15","48"
"TGO","2017","16","50"
"TGO","2018","17","51"
"TGO","2019","18","53"
"TKL","1990","0","0"
"TKL","1991","0","0"
"TKL","1992","0","0"
"TKL","1993","0","0"
"TKL","1994","0","0"
"TKL","1995","0","0"
"TKL","1996","0","0"
"TKL","1997","0","0"
"TKL","1998","0","0"
"TKL","1999","0","0"
"TKL","2000","0","0"
"TKL","2001","0","0"
"TKL","2002","0","0"
"TKL","2003","0","0"
"TKL","2004","0","0"
"TKL","2005","0","0"
"TKL","2006","0","0"
"TKL","2007","0","0"
"TKL","2008","0","0"
"TKL","2009","0","0"
"TKL","2010","0","0"
"TKL","2011","0","0"
"TKL","2012","0","0"
"TKL","2013","0","0"
"TKL","2014","0","0"
"TKL","2015","0","0"
"TKL","2016","0","0"
"TKL","2017","0","0"
"TKL","2018","0","0"
"TKL","2019","0","0"
"TON","1990","0","1"
"TON","1991","0","1"
"TON","1992","0","1"
"TON","1993","0","1"
"TON","1994","0","1"
"TON","1995","0","1"
"TON","1996","0","1"
"TON","1997","0","1"
"TON","1998","0","1"
"TON","1999","0","1"
"TON","2000","0","1"
"TON","2001","0","1"
"TON","2002","0","1"
"TON","2003","0","1"
"TON","2004","0","1"
"TON","2005","0","1"
"TON","2006","0","1"
"TON","2007","0","1"
"TON","2008","0","1"
"TON","2009","0","1"
"TON","2010","0","1"
"TON","2011","0","1"
"TON","2012","0","1"
"TON","2013","0","1"
"TON","2014","0","1"
"TON","2015","0","1"
"TON","2016","0","1"
"TON","2017","0","1"
"TON","2018","0","1"
"TON","2019","0","1"
"TTO","1990","1","15"
"TTO","1991","1","16"
"TTO","1992","1","15"
"TTO","1993","1","15"
"TTO","1994","2","14"
"TTO","1995","1","13"
"TTO","1996","2","13"
"TTO","1997","2","12"
"TTO","1998","2","13"
"TTO","1999","3","14"
"TTO","2000","3","13"
"TTO","2001","4","15"
"TTO","2002","5","18"
"TTO","2003","6","20"
"TTO","2004","7","22"
"TTO","2005","7","24"
"TTO","2006","7","26"
"TTO","2007","8","28"
"TTO","2008","8","29"
"TTO","2009","8","30"
"TTO","2010","9","30"
"TTO","2011","8","31"
"TTO","2012","7","29"
"TTO","2013","8","30"
"TTO","2014","9","30"
"TTO","2015","9","30"
"TTO","2016","9","31"
"TTO","2017","10","31"
"TTO","2018","10","31"
"TTO","2019","10","32"
"TUN","1990","37","20"
"TUN","1991","41","21"
"TUN","1992","45","22"
"TUN","1993","50","23"
"TUN","1994","54","24"
"TUN","1995","59","25"
"TUN","1996","63","25"
"TUN","1997","69","26"
"TUN","1998","74","26"
"TUN","1999","80","27"
"TUN","2000","85","27"
"TUN","2001","89","27"
"TUN","2002","94","27"
"TUN","2003","98","28"
"TUN","2004","102","28"
"TUN","2005","106","28"
"TUN","2006","109","29"
"TUN","2007","112","29"
"TUN","2008","115","29"
"TUN","2009","118","30"
"TUN","2010","122","30"
"TUN","2011","125","31"
"TUN","2012","128","31"
"TUN","2013","132","32"
"TUN","2014","136","32"
"TUN","2015","140","32"
"TUN","2016","144","33"
"TUN","2017","149","33"
"TUN","2018","154","34"
"TUN","2019","158","34"
"TUR","1990","103","156"
"TUR","1991","108","161"
"TUR","1992","113","166"
"TUR","1993","118","170"
"TUR","1994","123","174"
"TUR","1995","126","176"
"TUR","1996","128","176"
"TUR","1997","128","176"
"TUR","1998","130","175"
"TUR","1999","136","174"
"TUR","2000","136","169"
"TUR","2001","135","170"
"TUR","2002","131","170"
"TUR","2003","135","171"
"TUR","2004","138","171"
"TUR","2005","139","168"
"TUR","2006","141","165"
"TUR","2007","142","163"
"TUR","2008","143","163"
"TUR","2009","150","170"
"TUR","2010","151","172"
"TUR","2011","163","174"
"TUR","2012","180","179"
"TUR","2013","217","192"
"TUR","2014","269","207"
"TUR","2015","298","220"
"TUR","2016","342","231"
"TUR","2017","337","235"
"TUR","2018","340","238"
"TUR","2019","345","240"
"TKM","1990","7","95"
"TKM","1991","7","98"
"TKM","1992","7","102"
"TKM","1993","7","107"
"TKM","1994","9","132"
"TKM","1995","10","150"
"TKM","1996","12","161"
"TKM","1997","14","180"
"TKM","1998","18","197"
"TKM","1999","26","198"
"TKM","2000","28","195"
"TKM","2001","30","203"
"TKM","2002","35","223"
"TKM","2003","39","243"
"TKM","2004","45","264"
"TKM","2005","50","282"
"TKM","2006","53","282"
"TKM","2007","52","267"
"TKM","2008","51","246"
"TKM","2009","45","218"
"TKM","2010","43","192"
"TKM","2011","44","176"
"TKM","2012","45","164"
"TKM","2013","45","156"
"TKM","2014","48","151"
"TKM","2015","50","153"
"TKM","2016","55","162"
"TKM","2017","59","168"
"TKM","2018","62","174"
"TKM","2019","66","180"
"TUV","1990","0","0"
"TUV","1991","0","0"
"TUV","1992","0","0"
"TUV","1993","0","0"
"TUV","1994","0","0"
"TUV","1995","0","0"
"TUV","1996","0","0"
"TUV","1997","0","0"
"TUV","1998","0","0"
"TUV","1999","0","0"
"TUV","2000","0","0"
"TUV","2001","0","0"
"TUV","2002","0","0"
"TUV","2003","0","0"
"TUV","2004","0","0"
"TUV","2005","0","0"
"TUV","2006","0","0"
"TUV","2007","0","0"
"TUV","2008","0","0"
"TUV","2009","0","0"
"TUV","2010","0","0"
"TUV","2011","0","0"
"TUV","2012","0","0"
"TUV","2013","0","0"
"TUV","2014","0","0"
"TUV","2015","0","0"
"TUV","2016","0","0"
"TUV","2017","0","0"
"TUV","2018","0","0"
"TUV","2019","0","0"
"UGA","1990","11","113"
"UGA","1991","13","121"
"UGA","1992","13","125"
"UGA","1993","14","132"
"UGA","1994","15","139"
"UGA","1995","16","145"
"UGA","1996","17","151"
"UGA","1997","18","155"
"UGA","1998","19","161"
"UGA","1999","20","164"
"UGA","2000","21","169"
"UGA","2001","22","172"
"UGA","2002","23","173"
"UGA","2003","24","175"
"UGA","2004","25","179"
"UGA","2005","26","181"
"UGA","2006","27","183"
"UGA","2007","28","186"
"UGA","2008","28","186"
"UGA","2009","29","190"
"UGA","2010","30","194"
"UGA","2011","31","201"
"UGA","2012","33","208"
"UGA","2013","35","217"
"UGA","2014","37","225"
"UGA","2015","38","231"
"UGA","2016","40","237"
"UGA","2017","42","241"
"UGA","2018","44","252"
"UGA","2019","46","261"
"UKR","1990","1173","7503"
"UKR","1991","1328","8441"
"UKR","1992","1483","9426"
"UKR","1993","1586","10315"
"UKR","1994","1685","11173"
"UKR","1995","1842","12174"
"UKR","1996","1788","12436"
"UKR","1997","1671","12258"
"UKR","1998","1523","11824"
"UKR","1999","1548","11982"
"UKR","2000","1591","12304"
"UKR","2001","1566","12446"
"UKR","2002","1590","12693"
"UKR","2003","1588","12771"
"UKR","2004","1676","13030"
"UKR","2005","1720","12951"
"UKR","2006","1659","12277"
"UKR","2007","1742","11801"
"UKR","2008","1727","10981"
"UKR","2009","1417","9421"
"UKR","2010","1253","8380"
"UKR","2011","1168","7701"
"UKR","2012","1159","7351"
"UKR","2013","1190","7163"
"UKR","2014","1149","6804"
"UKR","2015","1532","7349"
"UKR","2016","1512","7317"
"UKR","2017","1507","7473"
"UKR","2018","1478","7601"
"UKR","2019","1477","7716"
"ARE","1990","34","11"
"ARE","1991","39","11"
"ARE","1992","46","12"
"ARE","1993","53","13"
"ARE","1994","60","14"
"ARE","1995","70","15"
"ARE","1996","79","16"
"ARE","1997","90","16"
"ARE","1998","102","17"
"ARE","1999","115","18"
"ARE","2000","126","18"
"ARE","2001","139","19"
"ARE","2002","154","19"
"ARE","2003","167","20"
"ARE","2004","181","21"
"ARE","2005","197","22"
"ARE","2006","236","25"
"ARE","2007","316","31"
"ARE","2008","414","38"
"ARE","2009","510","45"
"ARE","2010","554","48"
"ARE","2011","594","52"
"ARE","2012","629","55"
"ARE","2013","672","59"
"ARE","2014","705","63"
"ARE","2015","729","66"
"ARE","2016","752","69"
"ARE","2017","771","72"
"ARE","2018","790","74"
"ARE","2019","805","76"
"GBR","1990","867","433"
"GBR","1991","912","452"
"GBR","1992","970","471"
"GBR","1993","1035","510"
"GBR","1994","1140","557"
"GBR","1995","1253","605"
"GBR","1996","1393","662"
"GBR","1997","1552","732"
"GBR","1998","1745","803"
"GBR","1999","1915","884"
"GBR","2000","1975","995"
"GBR","2001","2032","1176"
"GBR","2002","2041","1290"
"GBR","2003","2031","1389"
"GBR","2004","2052","1482"
"GBR","2005","2111","1561"
"GBR","2006","2235","1620"
"GBR","2007","2359","1673"
"GBR","2008","2469","1720"
"GBR","2009","2470","1742"
"GBR","2010","2444","1751"
"GBR","2011","2399","1754"
"GBR","2012","2398","1751"
"GBR","2013","2487","1741"
"GBR","2014","2576","1749"
"GBR","2015","2697","1742"
"GBR","2016","2785","1754"
"GBR","2017","2773","1768"
"GBR","2018","2686","1760"
"GBR","2019","2654","1762"
"USA","1990","5865","6763"
"USA","1991","6151","6868"
"USA","1992","6596","7035"
"USA","1993","7269","7200"
"USA","1994","7862","7347"
"USA","1995","8466","7484"
"USA","1996","9135","7578"
"USA","1997","10111","7701"
"USA","1998","11243","7924"
"USA","1999","12894","8298"
"USA","2000","14578","8666"
"USA","2001","16544","9062"
"USA","2002","19039","9418"
"USA","2003","21447","9740"
"USA","2004","23456","10033"
"USA","2005","25614","10356"
"USA","2006","27277","10670"
"USA","2007","28251","10896"
"USA","2008","29263","11191"
"USA","2009","30482","11476"
"USA","2010","31798","11831"
"USA","2011","34070","12227"
"USA","2012","36284","12635"
"USA","2013","39366","13089"
"USA","2014","43517","13542"
"USA","2015","49086","14005"
"USA","2016","56028","14347"
"USA","2017","60518","14169"
"USA","2018","62871","14162"
"USA","2019","65717","14044"
"VIR","1990","2","7"
"VIR","1991","2","7"
"VIR","1992","2","7"
"VIR","1993","2","7"
"VIR","1994","2","7"
"VIR","1995","3","7"
"VIR","1996","3","8"
"VIR","1997","3","8"
"VIR","1998","3","8"
"VIR","1999","3","9"
"VIR","2000","3","9"
"VIR","2001","3","9"
"VIR","2002","3","9"
"VIR","2003","3","9"
"VIR","2004","2","9"
"VIR","2005","2","9"
"VIR","2006","2","10"
"VIR","2007","2","12"
"VIR","2008","2","12"
"VIR","2009","2","12"
"VIR","2010","2","13"
"VIR","2011","2","13"
"VIR","2012","2","13"
"VIR","2013","2","13"
"VIR","2014","2","13"
"VIR","2015","2","13"
"VIR","2016","2","13"
"VIR","2017","2","13"
"VIR","2018","2","12"
"VIR","2019","2","12"
"URY","1990","3","45"
"URY","1991","3","45"
"URY","1992","3","51"
"URY","1993","3","56"
"URY","1994","3","60"
"URY","1995","4","65"
"URY","1996","4","72"
"URY","1997","6","81"
"URY","1998","8","87"
"URY","1999","9","92"
"URY","2000","8","89"
"URY","2001","9","89"
"URY","2002","8","83"
"URY","2003","9","81"
"URY","2004","9","82"
"URY","2005","9","81"
"URY","2006","10","84"
"URY","2007","10","88"
"URY","2008","11","90"
"URY","2009","11","92"
"URY","2010","12","97"
"URY","2011","12","98"
"URY","2012","12","100"
"URY","2013","13","106"
"URY","2014","13","110"
"URY","2015","14","111"
"URY","2016","14","111"
"URY","2017","15","111"
"URY","2018","15","111"
"URY","2019","16","111"
"UZB","1990","36","459"
"UZB","1991","38","519"
"UZB","1992","38","580"
"UZB","1993","41","694"
"UZB","1994","44","846"
"UZB","1995","48","994"
"UZB","1996","54","1099"
"UZB","1997","56","1133"
"UZB","1998","59","1137"
"UZB","1999","63","1104"
"UZB","2000","73","1018"
"UZB","2001","81","894"
"UZB","2002","88","736"
"UZB","2003","102","584"
"UZB","2004","142","409"
"UZB","2005","167","341"
"UZB","2006","160","300"
"UZB","2007","164","250"
"UZB","2008","166","205"
"UZB","2009","173","172"
"UZB","2010","167","144"
"UZB","2011","165","137"
"UZB","2012","162","131"
"UZB","2013","159","126"
"UZB","2014","156","124"
"UZB","2015","157","120"
"UZB","2016","159","124"
"UZB","2017","171","137"
"UZB","2018","179","147"
"UZB","2019","188","156"
"VUT","1990","0","1"
"VUT","1991","0","1"
"VUT","1992","1","1"
"VUT","1993","1","2"
"VUT","1994","1","2"
"VUT","1995","1","2"
"VUT","1996","1","2"
"VUT","1997","1","2"
"VUT","1998","1","2"
"VUT","1999","1","2"
"VUT","2000","1","2"
"VUT","2001","1","2"
"VUT","2002","1","2"
"VUT","2003","1","2"
"VUT","2004","1","2"
"VUT","2005","1","2"
"VUT","2006","1","2"
"VUT","2007","1","3"
"VUT","2008","1","3"
"VUT","2009","1","3"
"VUT","2010","1","3"
"VUT","2011","1","3"
"VUT","2012","1","3"
"VUT","2013","1","3"
"VUT","2014","1","3"
"VUT","2015","1","3"
"VUT","2016","1","3"
"VUT","2017","1","4"
"VUT","2018","1","4"
"VUT","2019","1","4"
"VEN","1990","22","232"
"VEN","1991","24","241"
"VEN","1992","26","263"
"VEN","1993","27","269"
"VEN","1994","29","264"
"VEN","1995","31","244"
"VEN","1996","32","226"
"VEN","1997","32","216"
"VEN","1998","33","219"
"VEN","1999","33","209"
"VEN","2000","36","206"
"VEN","2001","40","207"
"VEN","2002","41","204"
"VEN","2003","44","192"
"VEN","2004","44","186"
"VEN","2005","43","182"
"VEN","2006","49","178"
"VEN","2007","60","174"
