iso_code,year,consumption_per_smoker_per_day,"death_rate_per_100,000_people",deaths,share_of_adults_who_smoke
CYP,1995,19.799999,137.49,1116,34.599998
CYP,1996,19.799999,133.66,1127,34.900002
CYP,1997,20.5,130.88,1145,34.200001
CYP,1998,21,128.26,1163,33.799999
CYP,1999,21.4,124.61,1170,33.700001
CYP,2000,21.799999,120.94,1169,33.599998
CYP,2001,22.200001,116.67,1159,33.599998
CYP,2002,22.700001,113.67,1167,33.599998
CYP,2003,23.200001,110.04,1166,33.599998
CYP,2004,23.799999,108.37,1192,33.5
CYP,2005,24.4,108.05,1234,33.299999
CYP,2006,25.5,107.07,1269,32.599998
CYP,2007,26.6,105.62,1298,31.799999
CYP,2008,27.700001,101.35,1288,31.299999
CYP,2009,28.6,98.68,1297,30.799999
CYP,2010,29,94.99,1286,30.9
CYP,2011,29.200001,90.67,1270,31.200001
CYP,2012,29.299999,88.01,1277,31.6
CZE,1980,21.799999,,,25.200001
CZE,1981,21.6,,,25.200001
CZE,1982,21.5,,,25.200001
CZE,1983,21.5,,,25.299999
CZE,1984,21.5,,,25.4
CZE,1985,21.6,,,25.5
CZE,1986,21.6,,,25.6
CZE,1987,21.700001,,,25.700001
CZE,1988,21.700001,,,25.799999
CZE,1989,21.700001,,,25.9
CZE,1990,21.799999,211.73,29123,25.9
CZE,1991,21.9,199.93,27644,26.1
CZE,1992,22.200001,194.44,27028,26.200001
CZE,1993,22.4,185.27,25924,26.299999
CZE,1994,22.700001,181.77,25680,26.200001
CZE,1995,23.1,179.87,25696,25.9
CZE,1996,23.5,171.86,24780,25.6
CZE,1997,23.9,169.2,24616,25.299999
CZE,1998,24.200001,160.07,23523,25.200001
CZE,1999,24.4,155.5,23145,25.1
CZE,2000,24.5,151.63,22925,25.1
CZE,2001,24.5,145.59,22351,25.200001
CZE,2002,24.5,143.39,22324,25.299999
CZE,2003,24.200001,144.57,22832,25.6
CZE,2004,24.1,137.86,22119,25.799999
CZE,2005,24.1,134.17,21928,25.700001
CZE,2006,24.299999,127.35,21235,25.299999
CZE,2007,24.5,124.6,21219,24.799999
CZE,2008,24.700001,122.5,21298,24.299999
CZE,2009,24.799999,119.34,21191,24
CZE,2010,24.799999,116.81,21162,23.799999
CZE,2011,24.799999,114.17,21099,23.6
CZE,2012,24.6,110.88,20910,23.6
COD,1980,8.6000004,,,7.9000001
COD,1981,8.6000004,,,7.9000001
COD,1982,8.5,,,7.9000001
COD,1983,8.5,,,7.9000001
COD,1984,8.5,,,7.9000001
COD,1985,8.5,,,7.9000001
COD,1986,8.5,,,7.9000001
COD,1987,8.5,,,7.9000001
COD,1988,8.5,,,7.9000001
COD,1989,8.5,,,7.9000001
COD,1990,8.3999996,77.58,11791,7.9000001
COD,1991,8.3999996,75.55,11879,7.9000001
COD,1992,8.1999998,73.33,11901,7.9000001
COD,1993,8.1000004,70.72,11822,7.9000001
COD,1994,8,69.29,11934,7.9000001
COD,1995,7.8000002,68.45,12146,7.9000001
COD,1996,7.6999998,68.01,12441,7.9000001
COD,1997,7.5,65.32,12250,7.9000001
COD,1998,7.4000001,63.83,12300,7.9000001
COD,1999,7.3000002,62.13,12302,7.9000001
COD,2000,7.1999998,60.84,12364,7.9000001
COD,2001,7.0999999,59.31,12394,7.9000001
COD,2002,7,56.98,12209,7.9000001
COD,2003,7,56.39,12425,7.9000001
COD,2004,7,54.44,12286,7.9000001
COD,2005,7,52.53,12142,7.9000001
COD,2006,7,51.47,12245,7.9000001
COD,2007,7,50.41,12350,7.9000001
COD,2008,7.0999999,50.08,12642,7.9000001
COD,2009,7.0999999,49.35,12831,7.9000001
COD,2010,7.1999998,48.53,12972,7.9000001
COD,2011,7.3000002,48.12,13277,7.9000001
COD,2012,7.3000002,47.55,13554,8
DNK,1980,13.2,,,37.799999
DNK,1981,13,,,37.700001
DNK,1982,12.9,,,37.700001
DNK,1983,12.8,,,37.700001
DNK,1984,12.8,,,37.599998
DNK,1985,12.7,,,37.5
DNK,1986,12.7,,,37.299999
DNK,1987,12.7,,,37
DNK,1988,12.7,,,36.799999
DNK,1989,12.6,,,36.799999
DNK,1990,12.6,209.99,17462,36.799999
DNK,1991,12.6,206.69,17338,36.900002
DNK,1992,12.7,206.51,17458,36.799999
DNK,1993,12.8,206.72,17589,36.599998
DNK,1994,13,206,17612,36.299999
DNK,1995,13.2,204.04,17531,35.700001
DNK,1996,13.6,198.56,17141,35
DNK,1997,14.1,192.1,16682,34
DNK,1998,14.5,185.28,16202,33.099998
DNK,1999,14.9,183.68,16198,32.299999
DNK,2000,15.4,175.82,15697,31.4
DNK,2001,15.9,173.55,15704,30.4
DNK,2002,16.6,170.95,15623,29.4
DNK,2003,17.299999,165.99,15304,28.200001
DNK,2004,18,160.3,14931,27.1
DNK,2005,18.799999,154.2,14541,25.9
DNK,2006,19.6,151.17,14442,24.700001
DNK,2007,20.4,147.63,14304,23.5
DNK,2008,21.5,142.79,14049,22.1
DNK,2009,22.6,139.88,13975,20.9
DNK,2010,23.6,135.6,13753,19.9
DNK,2011,24.299999,129.41,13375,19.1
DNK,2012,24.6,124.75,13148,18.700001
DJI,1980,13.1,,,20.9
DJI,1981,13.1,,,20.9
DJI,1982,12.9,,,20.9
DJI,1983,12.8,,,20.9
DJI,1984,12.7,,,21
DJI,1985,12.6,,,21.1
DJI,1986,12.6,,,21.200001
DJI,1987,12.5,,,21.299999
DJI,1988,12.5,,,21.299999
DJI,1989,12.5,,,21.4
DJI,1990,12.4,105.17,142,21.4
DJI,1991,12.3,106.94,150,21.4
DJI,1992,12.2,109.33,161,21.4
DJI,1993,12.1,112.46,176,21.4
DJI,1994,12,112.17,183,21.4
DJI,1995,12,114.71,198,21.5
DJI,1996,11.9,114.66,208,21.5
DJI,1997,11.9,113.09,215,21.5
DJI,1998,11.9,113.51,228,21.6
DJI,1999,11.9,112.14,236,21.6
DJI,2000,11.9,110.77,245,21.6
DJI,2001,11.9,108.93,253,21.5
DJI,2002,11.9,107.17,261,21.4
DJI,2003,11.9,103.94,264,21.299999
DJI,2004,11.9,104.04,280,21.200001
DJI,2005,11.8,102.04,287,21.1
DJI,2006,11.8,100.05,294,21
DJI,2007,11.7,98.95,307,21
DJI,2008,11.6,97.49,318,21
DJI,2009,11.6,95.53,326,21.1
DJI,2010,11.5,94.86,340,21.200001
DJI,2011,11.4,94.14,355,21.299999
DJI,2012,11.3,93.46,369,21.5
DMA,1980,40.5,,,6.3000002
DMA,1981,39.200001,,,6.3000002
DMA,1982,38,,,6.3000002
DMA,1983,37,,,6.3000002
DMA,1984,35.799999,,,6.3000002
DMA,1985,34.799999,,,6.1999998
DMA,1986,33.5,,,6.1999998
DMA,1987,32.099998,,,6.1999998
DMA,1988,30.4,,,6.0999999
DMA,1989,29,,,6.0999999
DMA,1990,27.700001,64.11,46,6.0999999
DMA,1991,26.5,62.48,46,6.0999999
DMA,1992,25.4,60.3,45,6.0999999
DMA,1993,24.4,58.76,44,6.0999999
DMA,1994,23.5,57.45,43,6.0999999
DMA,1995,22.799999,56.13,43,6.0999999
DMA,1996,22.1,54.86,42,6.0999999
DMA,1997,21.5,52.94,41,6
DMA,1998,20.799999,51.25,39,6
DMA,1999,20.200001,50.43,39,5.9000001
DMA,2000,19.6,49.51,38,5.9000001
DMA,2001,19.1,48.58,38,5.8000002
DMA,2002,18.700001,48.18,38,5.8000002
DMA,2003,18,47.82,38,5.6999998
DMA,2004,17.299999,46.96,37,5.6999998
DMA,2005,16.700001,45.79,36,5.5999999
DMA,2006,15.9,45.43,36,5.5999999
DMA,2007,15.2,45.09,36,5.5999999
DMA,2008,14.2,44.48,36,5.5999999
DMA,2009,13.4,44.12,36,5.5
DMA,2010,12.7,44.18,36,5.5
DMA,2011,12.1,44.46,37,5.5
DMA,2012,11.6,45.18,38,5.5
DOM,1980,23.700001,,,15.6
DOM,1981,23.200001,,,15.6
DOM,1982,22.700001,,,15.6
DOM,1983,22.1,,,15.6
DOM,1984,21.6,,,15.6
DOM,1985,21.299999,,,15.7
DOM,1986,20.9,,,15.8
DOM,1987,20.299999,,,15.9
DOM,1988,19.700001,,,16
DOM,1989,19,,,16.1
DOM,1990,18.6,77.63,2634,16.299999
DOM,1991,18.1,74.48,2654,16.4
DOM,1992,17.5,71.61,2675,16.6
DOM,1993,16.9,70.83,2777,16.700001
DOM,1994,16.4,68.93,2838,16.700001
DOM,1995,15.9,68.79,2971,16.700001
DOM,1996,15.4,70.76,3204,16.5
DOM,1997,15.8,72.65,3439,15.4
DOM,1998,16.1,73.52,3629,14.4
DOM,1999,16.200001,74.15,3804,13.7
DOM,2000,16.299999,72.8,3878,13
DOM,2001,16.299999,72.53,4017,12.5
DOM,2002,16.299999,73.36,4215,12
DOM,2003,16.4,77.06,4581,11.7
DOM,2004,16.5,82.05,5030,11.4
DOM,2005,16.5,84.89,5349,11.1
DOM,2006,16.4,86.36,5605,10.9
DOM,2007,16.1,86.78,5779,10.7
DOM,2008,15.6,86.97,5939,10.7
DOM,2009,15.1,87.34,6111,10.8
DOM,2010,14.5,87.38,6250,10.9
DOM,2011,14,87.46,6417,11
DOM,2012,13.6,91.07,6847,11.1
ECU,1980,16.799999,,,8.5
ECU,1981,16.299999,,,8.5
ECU,1982,16,,,8.5
ECU,1983,15.9,,,8.5
ECU,1984,15.8,,,8.5
ECU,1985,15.7,,,8.6000004
ECU,1986,15.6,,,8.6000004
ECU,1987,15.8,,,8.6999998
ECU,1988,15.8,,,8.6999998
ECU,1989,15.8,,,8.6999998
ECU,1990,15.9,66.8,3284,8.8000002
ECU,1991,15.9,69.77,3579,8.8000002
ECU,1992,15.9,65.94,3509,8.8999996
ECU,1993,15.9,62.17,3450,8.8999996
ECU,1994,15.9,59.18,3435,8.8999996
ECU,1995,16,55.68,3355,8.8000002
ECU,1996,16.1,55.37,3482,8.8000002
ECU,1997,16.5,50.84,3326,8.5
ECU,1998,17,50.23,3435,8.3000002
ECU,1999,18.1,49.01,3501,7.8000002
ECU,2000,19.299999,46.79,3475,7.4000001
ECU,2001,20.299999,45.14,3491,7
ECU,2002,21.1,46.71,3758,6.5999999
ECU,2003,21.6,46.61,3890,6.3000002
ECU,2004,21.299999,46.61,4025,6.3000002
ECU,2005,21.299999,47.47,4216,6
ECU,2006,20.6,46.96,4295,6
ECU,2007,19.799999,45.99,4318,6
ECU,2008,18.700001,44.86,4356,6.0999999
ECU,2009,17.700001,42.93,4325,6.0999999
ECU,2010,16.799999,42.05,4366,6.1999998
ECU,2011,15.8,40.73,4380,6.3000002
ECU,2012,14.8,39.85,4464,6.4000001
EGY,1980,23.700001,,,15.8
EGY,1981,23.5,,,15.8
EGY,1982,23.4,,,15.9
EGY,1983,23.299999,,,15.9
EGY,1984,23.200001,,,15.9
EGY,1985,23,,,15.9
EGY,1986,22.9,,,16
EGY,1987,22.700001,,,16
EGY,1988,22.5,,,16.1
EGY,1989,22.299999,,,16.200001
EGY,1990,22.1,118.6,32996,16.200001
EGY,1991,21.9,118.33,33768,16.299999
EGY,1992,21.799999,116.17,33953,16.299999
EGY,1993,21.6,119.4,35794,16.299999
EGY,1994,21.5,122.87,37642,16.299999
EGY,1995,21.4,121.33,38005,16.299999
EGY,1996,21.299999,119.4,38542,16.299999
EGY,1997,21.4,120.36,39879,16.200001
EGY,1998,21.5,120.26,40571,16.1
EGY,1999,21.5,120.35,41613,16
EGY,2000,21.6,115.88,41415,16
EGY,2001,21.6,121.06,44494,15.9
EGY,2002,21.6,125.84,46986,15.8
EGY,2003,21.9,132.46,49713,15.5
EGY,2004,22.200001,132.11,50394,15.3
EGY,2005,22.299999,127.9,50305,15.3
EGY,2006,21.799999,125.93,51597,15.6
EGY,2007,21.200001,124.04,52183,16.1
EGY,2008,20.6,125.16,54011,16.6
EGY,2009,20.1,126.96,56392,17.200001
EGY,2010,19.700001,126.25,57735,17.6
EGY,2011,19.200001,126.61,59567,18.1
EGY,2012,19.1,127.12,61366,18.4
SLV,1980,19.5,,,11.3
SLV,1981,19,,,11.1
SLV,1982,18.5,,,11
SLV,1983,18,,,10.9
SLV,1984,17.5,,,10.8
SLV,1985,17,,,10.8
SLV,1986,16.5,,,10.7
SLV,1987,16,,,10.7
SLV,1988,15.6,,,10.6
SLV,1989,15.2,,,10.6
SLV,1990,14.9,43.01,1261,10.5
SLV,1991,14.6,41.3,1248,10.5
SLV,1992,14.3,40.9,1275,10.5
SLV,1993,14.1,40.11,1287,10.5
SLV,1994,14,38.82,1278,10.5
SLV,1995,13.9,36.51,1231,10.5
SLV,1996,13.9,33.69,1164,10.5
SLV,1997,14,33.13,1175,10.4
SLV,1998,14.2,34.47,1253,10.3
SLV,1999,14.4,30.82,1147,10.2
SLV,2000,14.6,30.15,1151,10.1
SLV,2001,14.9,28.92,1132,10
SLV,2002,15.3,27.22,1093,9.8999996
SLV,2003,15.8,27.86,1149,9.6999998
SLV,2004,16.200001,28.65,1210,9.5
SLV,2005,16.5,28.72,1241,9.3999996
SLV,2006,16.9,28.89,1277,9.3000002
SLV,2007,17.200001,28.2,1277,9.1999998
SLV,2008,17.4,27.12,1258,9.1000004
SLV,2009,17.6,28.22,1340,9.1000004
SLV,2010,17.6,26.12,1270,9.1000004
SLV,2011,17.5,26.75,1332,9.1999998
SLV,2012,17.4,24.97,1276,9.1999998
GNQ,1980,65.099998,,,7.9000001
GNQ,1981,61.099998,,,8.3000002
GNQ,1982,56.700001,,,8.8000002
GNQ,1983,53.099998,,,9.1999998
GNQ,1984,50.5,,,9.6000004
GNQ,1985,48.599998,,,9.8999996
GNQ,1986,47.5,,,10.2
GNQ,1987,46.5,,,10.4
GNQ,1988,45.799999,,,10.6
GNQ,1989,45.299999,,,10.7
GNQ,1990,45.099998,105.1,217,10.9
GNQ,1991,45,102.63,215,11.1
GNQ,1992,44.900002,99.49,211,11.2
GNQ,1993,45,96.71,208,11.3
GNQ,1994,45.200001,93.82,204,11.4
GNQ,1995,45.400002,91.87,203,11.4
GNQ,1996,44.799999,88.34,198,11.3
GNQ,1997,42.599998,80.23,182,11.1
GNQ,1998,40.799999,74.04,170,10.8
GNQ,1999,39,68.58,160,10.6
GNQ,2000,37.5,63.49,150,10.3
GNQ,2001,35.5,58.33,141,10.1
GNQ,2002,33.799999,53.48,132,9.8999996
GNQ,2003,32.5,51.02,130,9.6999998
GNQ,2004,31,49.13,129,9.6000004
GNQ,2005,29.799999,47.38,128,9.5
GNQ,2006,29,46.21,129,9.3999996
GNQ,2007,28.200001,44.97,130,9.3000002
GNQ,2008,27.5,43.92,131,9.3000002
GNQ,2009,26.9,43.19,133,9.3000002
GNQ,2010,26.5,42.42,134,9.3000002
GNQ,2011,26.200001,42.97,142,9.1999998
GNQ,2012,25.9,42.93,147,9.1999998
ERI,1980,32.200001,,,7.0999999
ERI,1981,32.099998,,,7.0999999
ERI,1982,31.9,,,7.0999999
ERI,1983,31.799999,,,7.0999999
ERI,1984,31.6,,,7.1999998
ERI,1985,31.5,,,7.1999998
ERI,1986,31.4,,,7.1999998
ERI,1987,31.299999,,,7.1999998
ERI,1988,31.299999,,,7.1999998
ERI,1989,31.4,,,7.1999998
ERI,1990,31.5,78.74,972,7.0999999
ERI,1991,31.9,79.29,968,7.0999999
ERI,1992,32.400002,78.98,1007,7.0999999
ERI,1993,33.099998,78.91,1059,7
ERI,1994,33.900002,80.17,1133,7
ERI,1995,34.599998,83.89,1247,6.9000001
ERI,1996,35.299999,82.06,1254,6.9000001
ERI,1997,36.200001,80.17,1258,6.8000002
ERI,1998,36.900002,77.43,1239,6.6999998
ERI,1999,37.400002,75.95,1244,6.5999999
ERI,2000,37.599998,74.21,1254,6.5
ERI,2001,37.700001,71.54,1262,6.5
ERI,2002,37.700001,70.68,1320,6.4000001
ERI,2003,37.700001,68.77,1336,6.4000001
ERI,2004,37.599998,67.31,1350,6.3000002
ERI,2005,37.799999,65.58,1355,6.1999998
ERI,2006,38.099998,63.97,1365,6.0999999
ERI,2007,38.400002,62.2,1373,6.0999999
ERI,2008,38.599998,60.8,1389,6
ERI,2009,38.799999,59.27,1397,5.9000001
ERI,2010,39,57.67,1400,5.8000002
ERI,2011,38.700001,56.18,1404,5.9000001
ERI,2012,38.299999,54.86,1411,5.9000001
EST,1980,12.9,,,26.4
EST,1981,13.2,,,26.5
EST,1982,13.5,,,26.6
EST,1983,13.8,,,26.799999
EST,1984,14.1,,,27
EST,1985,14.5,,,27.200001
EST,1986,14.8,,,27.5
EST,1987,15.3,,,27.700001
EST,1988,15.7,,,28.1
EST,1989,16.1,,,28.6
EST,1990,16.4,170.06,3504,29.1
EST,1991,16.700001,175.14,3621,29.5
EST,1992,16.9,172.93,3592,29.799999
EST,1993,17.200001,186.54,3881,29.9
EST,1994,17.4,200.92,4154,29.9
EST,1995,17.9,188.94,3886,29.700001
EST,1996,18.5,162.72,3351,29.299999
EST,1997,19.4,159.92,3315,28.9
EST,1998,20.200001,165.08,3448,28.6
EST,1999,20.799999,152.8,3224,28.5
EST,2000,21.4,147.74,3147,28.5
EST,2001,21.9,151.17,3242,28.6
EST,2002,22.299999,144.49,3132,28.700001
EST,2003,22.6,137.24,3010,28.9
EST,2004,22.9,132.93,2939,28.9
EST,2005,23.200001,126.55,2820,28.700001
EST,2006,23.700001,124.62,2799,28.4
EST,2007,24.1,124.75,2831,28.1
EST,2008,24.299999,113.47,2611,27.799999
EST,2009,24.200001,107.42,2508,27.299999
EST,2010,24.1,98.07,2327,26.799999
EST,2011,23.799999,97.69,2337,26.5
EST,2012,23.299999,95.69,2313,26.299999
SWZ,1980,20.9,,,6.0999999
SWZ,1981,20.700001,,,6
SWZ,1982,20.4,,,6
SWZ,1983,20.200001,,,6
SWZ,1984,19.9,,,5.9000001
SWZ,1985,19.700001,,,5.9000001
SWZ,1986,19.6,,,5.9000001
SWZ,1987,19.799999,,,5.8000002
SWZ,1988,20,,,5.8000002
SWZ,1989,20.299999,,,5.8000002
SWZ,1990,20.6,103.79,276,5.8000002
SWZ,1991,20.9,101.8,278,5.9000001
SWZ,1992,21.200001,98.7,277,5.9000001
SWZ,1993,21.5,95.64,277,6
SWZ,1994,21.9,95.12,285,6
SWZ,1995,22.4,96.17,299,6.0999999
SWZ,1996,23.1,98.25,318,6.0999999
SWZ,1997,23.9,97.74,328,6.0999999
SWZ,1998,24.799999,99.87,348,6.0999999
SWZ,1999,25.799999,101.54,366,6
SWZ,2000,26.9,105.37,391,6
SWZ,2001,27.9,108.58,415,6
SWZ,2002,28.799999,110.84,433,6.0999999
SWZ,2003,29.799999,112.14,447,6.0999999
SWZ,2004,30.6,112.39,455,6.1999998
SWZ,2005,31.299999,110.83,453,6.3000002
SWZ,2006,32,107.39,443,6.5
SWZ,2007,32.599998,104.78,438,6.5999999
SWZ,2008,33.299999,102.53,435,6.8000002
SWZ,2009,34.099998,99.71,429,6.9000001
SWZ,2010,34.700001,95.53,416,7
SWZ,2011,35.400002,91.17,403,7.1999998
SWZ,2012,35.900002,87.82,395,7.3000002
ETH,1980,7.0999999,,,4.5
ETH,1981,7.0999999,,,4.5
ETH,1982,7.1999998,,,4.4000001
ETH,1983,7.1999998,,,4.4000001
ETH,1984,7.3000002,,,4.4000001
ETH,1985,7.3000002,,,4.4000001
ETH,1986,7.3000002,,,4.4000001
ETH,1987,7.3000002,,,4.4000001
ETH,1988,7.1999998,,,4.3000002
ETH,1989,7.1999998,,,4.3000002
ETH,1990,7.0999999,66.75,13741,4.3000002
ETH,1991,7.0999999,65.18,13718,4.1999998
ETH,1992,7,63.54,13649,4.1999998
ETH,1993,7,61.5,13479,4.1999998
ETH,1994,6.9000001,59.29,13243,4.0999999
ETH,1995,6.9000001,57.26,12994,4.0999999
ETH,1996,6.9000001,54.28,12508,4
ETH,1997,6.8000002,51.5,12030,4
ETH,1998,6.6999998,48.87,11568,3.9000001
ETH,1999,6.6999998,46.15,11057,3.9000001
ETH,2000,6.5999999,43.49,10536,3.8
ETH,2001,6.5999999,40.64,9985,3.8
ETH,2002,6.5,38.06,9480,3.8
ETH,2003,6.3000002,35.92,9083,3.8
ETH,2004,6.0999999,34.06,8751,3.9000001
ETH,2005,6,32.29,8433,3.9000001
ETH,2006,5.9000001,30.64,8169,3.9000001
ETH,2007,6,29,7898,3.9000001
ETH,2008,6,27.46,7662,3.8
ETH,2009,6.0999999,26.07,7453,3.8
ETH,2010,6.1999998,25.06,7328,3.7
ETH,2011,6.1999998,24.25,7290,3.7
ETH,2012,6.1999998,23.59,7299,3.7
FJI,1980,23.4,,,16.299999
FJI,1981,22.5,,,16.1
FJI,1982,22,,,16.1
FJI,1983,21.9,,,16.299999
FJI,1984,21.5,,,16.299999
FJI,1985,21.299999,,,16.4
FJI,1986,21.200001,,,16.4
FJI,1987,21.4,,,16.5
FJI,1988,21.6,,,16.6
FJI,1989,21.4,,,16.5
FJI,1990,20.9,204.44,738,16.4
FJI,1991,20.6,201.83,741,16.299999
FJI,1992,20.200001,198.41,742,16.1
FJI,1993,19.799999,196.24,747,15.9
FJI,1994,19.299999,194.11,752,15.7
FJI,1995,18.799999,191.79,758,15.4
FJI,1996,18.200001,190.4,769,15.2
FJI,1997,17.700001,186.47,773,15
FJI,1998,17.4,175.88,746,14.8
FJI,1999,16.9,181.66,796,14.6
FJI,2000,16.299999,181.36,817,14.6
FJI,2001,15.8,173.11,799,14.6
FJI,2002,15.2,164.1,778,14.6
FJI,2003,14.7,161.53,794,14.6
FJI,2004,14.2,150.23,770,14.6
FJI,2005,13.7,148.49,798,14.5
FJI,2006,13.3,147.74,824,14.5
FJI,2007,13,146.47,843,14.4
FJI,2008,12.8,143.42,855,14.3
FJI,2009,12.7,136.23,832,14.3
FJI,2010,12.7,135.37,846,14.3
FJI,2011,12.6,133.96,856,14.2
FJI,2012,12.5,132.15,865,14.3
FIN,1980,18.1,,,24.6
FIN,1981,18,,,24.200001
FIN,1982,17.799999,,,23.9
FIN,1983,17.6,,,23.6
FIN,1984,17.299999,,,23.6
FIN,1985,16.9,,,23.700001
FIN,1986,16.299999,,,23.9
FIN,1987,15.8,,,24.299999
FIN,1988,15.3,,,24.5
FIN,1989,14.9,,,24.4
FIN,1990,14.7,123.93,8886,24.200001
FIN,1991,14.7,118.29,8622,23.9
FIN,1992,15,114.7,8479,23.4
FIN,1993,15.4,110.21,8258,22.700001
FIN,1994,15.8,103.49,7853,22.200001
FIN,1995,16,100.98,7789,21.799999
FIN,1996,16,97.19,7637,21.6
FIN,1997,15.8,94.09,7504,21.6
FIN,1998,15.5,90.95,7378,21.6
FIN,1999,15.2,87.37,7205,21.6
FIN,2000,15,83.74,7037,21.5
FIN,2001,14.7,80,6878,21.4
FIN,2002,14.6,77.44,6773,21.299999
FIN,2003,14.7,74.81,6662,20.9
FIN,2004,14.8,72.15,6542,20.4
FIN,2005,15.1,69.73,6465,19.799999
FIN,2006,15.5,67.27,6401,19.1
FIN,2007,16,65.98,6416,18.200001
FIN,2008,16.4,64.19,6382,17.5
FIN,2009,17.1,63.03,6415,17
FIN,2010,17.5,61.78,6440,16.6
FIN,2011,17.700001,59.94,6404,16.5
FIN,2012,17.799999,58.67,6404,16.5
FRA,1980,21,,,28.5
FRA,1981,20.4,,,29
FRA,1982,19.799999,,,29.799999
FRA,1983,19.1,,,30.700001
FRA,1984,18.6,,,31.5
FRA,1985,18.1,,,32.299999
FRA,1986,17.6,,,33
FRA,1987,17.200001,,,33.5
FRA,1988,16.799999,,,33.700001
FRA,1989,16.5,,,33.900002
FRA,1990,16.299999,103.48,85668,33.599998
FRA,1991,16.200001,101.5,85078,33.299999
FRA,1992,16.299999,99.28,84618,32.700001
FRA,1993,16.4,97.65,84670,32.200001
FRA,1994,16.4,95.27,83765,31.700001
FRA,1995,16.4,94.39,83932,31.200001
FRA,1996,16.299999,93.2,84085,31.1
FRA,1997,16,90.61,83126,31.1
FRA,1998,15.7,90.11,83934,31.1
FRA,1999,15.4,88.24,83459,31.1
FRA,2000,15.1,85.37,81848,30.9
FRA,2001,14.9,83.39,81178,30.5
FRA,2002,14.9,81.66,80987,29.9
FRA,2003,15.1,79.66,80535,28.9
FRA,2004,15.3,75.25,77533,27.9
FRA,2005,15.3,73.7,77370,27.299999
FRA,2006,15.2,71.56,76557,26.9
FRA,2007,15,69.97,76446,26.799999
FRA,2008,14.8,68.93,76954,26.799999
FRA,2009,14.7,68.23,77649,26.9
FRA,2010,14.6,67.01,77655,27
FRA,2011,14.5,65.98,77920,27.200001
FRA,2012,14.4,65.06,78486,27.299999
GAB,1980,12.6,,,9.1000004
GAB,1981,12.6,,,9.1000004
GAB,1982,12.6,,,9.1000004
GAB,1983,12.7,,,9.1000004
GAB,1984,12.8,,,9
GAB,1985,12.8,,,9
GAB,1986,13,,,9.1000004
GAB,1987,13.4,,,9.1000004
GAB,1988,13.7,,,9.1000004
GAB,1989,13.7,,,9.1000004
GAB,1990,13.7,67.89,386,9.1000004
GAB,1991,13.6,66.39,384,9.1000004
GAB,1992,13.6,65.58,386,9.1999998
GAB,1993,13.7,64.45,386,9.1999998
GAB,1994,13.8,64.31,392,9.1999998
GAB,1995,13.9,65.14,403,9.1999998
GAB,1996,13.9,64.38,405,9.1999998
GAB,1997,13.9,62.91,403,9.1999998
GAB,1998,14,61.77,402,9.3000002
GAB,1999,14.6,60.4,398,9.3999996
GAB,2000,15.2,60.46,404,9.3999996
GAB,2001,16,60.1,410,9.5
GAB,2002,16.799999,58.9,409,9.6000004
GAB,2003,17.700001,58.9,418,9.8000002
GAB,2004,18.700001,58.5,422,9.8999996
GAB,2005,19.6,57.62,422,10.1
GAB,2006,20.6,57.39,430,10.2
GAB,2007,21.5,57.34,440,10.4
GAB,2008,22.299999,57.68,453,10.5
GAB,2009,23.200001,57.02,458,10.7
GAB,2010,23.799999,55.51,454,10.8
GAB,2011,24.299999,54.76,460,10.9
GAB,2012,24.700001,53.77,463,10.9
GMB,1980,29.6,,,15.9
GMB,1981,29.700001,,,15.8
GMB,1982,29.6,,,15.6
GMB,1983,29.4,,,15.5
GMB,1984,29.200001,,,15.4
GMB,1985,28.9,,,15.4
GMB,1986,28.4,,,15.4
GMB,1987,27.9,,,15.4
GMB,1988,27.4,,,15.4
GMB,1989,26.9,,,15.4
GMB,1990,26.4,92.18,320,15.3
GMB,1991,26.1,91.78,332,15.1
GMB,1992,25.9,92.61,349,14.9
GMB,1993,25.6,89.19,349,14.7
GMB,1994,25.299999,88.09,358,14.4
GMB,1995,25,92.27,394,14.2
GMB,1996,24.6,87.12,385,13.9
GMB,1997,24.200001,86.74,399,13.7
GMB,1998,23.700001,88.3,425,13.5
GMB,1999,23.1,91.18,460,13.3
GMB,2000,22.4,85.88,447,13.1
GMB,2001,21.700001,83.04,449,13
GMB,2002,21.1,82.91,465,12.9
GMB,2003,20.5,83.13,486,12.8
GMB,2004,20,86.38,526,12.7
GMB,2005,19.5,85.96,543,12.6
GMB,2006,19.1,83.31,542,12.5
GMB,2007,18.799999,81.4,547,12.4
GMB,2008,18.4,77.28,533,12.4
GMB,2009,18.1,76.35,544,12.3
GMB,2010,17.799999,73.61,540,12.2
GMB,2011,17.6,67.75,508,12.2
GMB,2012,17.4,66.59,514,12.1
GEO,1980,30,,,24.6
GEO,1981,29.299999,,,24.4
GEO,1982,28.6,,,24.200001
GEO,1983,27.799999,,,24.1
GEO,1984,27.1,,,23.799999
GEO,1985,26.4,,,23.6
GEO,1986,25.700001,,,23.4
GEO,1987,25,,,23.200001
GEO,1988,24.5,,,22.9
GEO,1989,24,,,22.700001
GEO,1990,23.700001,151.77,9480,22.6
GEO,1991,23.4,152.62,9605,22.5
GEO,1992,23.4,152.2,9593,22.4
GEO,1993,23.5,145.22,9133,22.4
GEO,1994,23.6,145.45,9103,22.4
GEO,1995,23.9,135.2,8444,22.5
