iso_code,year,consumption_per_smoker_per_day,"death_rate_per_100,000_people",deaths,share_of_adults_who_smoke
AFG,1980,5.6999998,,,10.4
AFG,1981,5.8000002,,,10.5
AFG,1982,5.8000002,,,10.5
AFG,1983,5.9000001,,,10.5
AFG,1984,6,,,10.6
AFG,1985,6.0999999,,,10.6
AFG,1986,6.0999999,,,10.6
AFG,1987,6.0999999,,,10.7
AFG,1988,6,,,10.7
AFG,1989,5.9000001,,,10.8
AFG,1990,5.8000002,75.84,5174,10.8
AFG,1991,5.5999999,75.64,5247,10.9
AFG,1992,5.4000001,75.66,5363,11
AFG,1993,5.0999999,76.53,5522,11.1
AFG,1994,4.6999998,77.78,5689,11.2
AFG,1995,4.5,78.52,5801,11.3
AFG,1996,4.3000002,79.31,5934,11.4
AFG,1997,4.0999999,80.11,6066,11.6
AFG,1998,3.9000001,80.85,6178,11.7
AFG,1999,3.8,81.67,6288,11.8
AFG,2000,3.7,82.36,6378,11.8
AFG,2001,3.5999999,82.9,6505,11.8
AFG,2002,3.7,81.55,6488,11.9
AFG,2003,3.8,80.84,6528,11.9
AFG,2004,3.8,80.4,6594,11.9
AFG,2005,4,79.78,6636,11.9
AFG,2006,4.0999999,79.47,6720,12
AFG,2007,4.3000002,79.44,6849,12
AFG,2008,4.4000001,79.74,7026,12
AFG,2009,4.5999999,79.73,7181,12
AFG,2010,4.9000001,79.72,7340,11.9
AFG,2011,5.0999999,79.85,7572,11.9
AFG,2012,5.1999998,80.2,7856,11.9
ALB,1980,18.700001,,,21.299999
ALB,1981,18.4,,,21.299999
ALB,1982,18.200001,,,21.299999
ALB,1983,17.9,,,21.299999
ALB,1984,17.700001,,,21.299999
ALB,1985,17.5,,,21.299999
ALB,1986,17.299999,,,21.299999
ALB,1987,17,,,21.299999
ALB,1988,16.799999,,,21.299999
ALB,1989,16.5,,,21.200001
ALB,1990,16.4,147.22,2752,21.200001
ALB,1991,16.299999,146.24,2809,21.299999
ALB,1992,16.299999,137.62,2705,21.299999
ALB,1993,16.200001,129.35,2603,21.299999
ALB,1994,16.1,118.84,2453,21.4
ALB,1995,16.1,119.74,2550,21.299999
ALB,1996,16,121.6,2674,21.200001
ALB,1997,16.299999,120.26,2745,20.9
ALB,1998,16.5,117.72,2788,20.6
ALB,1999,16.700001,114.76,2795,20.299999
ALB,2000,16.799999,113.18,2832,20
ALB,2001,17.1,107.38,2768,19.700001
ALB,2002,17.4,109.25,2898,19.4
ALB,2003,18.200001,113.75,3100,18.700001
ALB,2004,18.9,113.15,3166,18.1
ALB,2005,19,108.34,3108,18.200001
ALB,2006,19.1,100.81,2973,18.4
ALB,2007,19.200001,95.26,2899,18.700001
ALB,2008,19.200001,95.75,3011,19.1
ALB,2009,19.299999,94.38,3061,19.5
ALB,2010,19.5,94,3147,19.799999
ALB,2011,19.700001,95.48,3302,20.1
ALB,2012,19.9,95.71,3411,20.5
DZA,1980,19.1,,,15.6
DZA,1981,18.9,,,15.7
DZA,1982,18.799999,,,15.7
DZA,1983,18.700001,,,15.8
DZA,1984,18.5,,,15.8
DZA,1985,18.299999,,,15.9
DZA,1986,18.200001,,,15.9
DZA,1987,18.1,,,16
DZA,1988,18,,,16.1
DZA,1989,17.799999,,,16.200001
DZA,1990,17.700001,143.94,13780,16.299999
DZA,1991,17.6,140.65,14233,16.4
DZA,1992,17.4,137.88,14541,16.5
DZA,1993,17.299999,135.12,14827,16.6
DZA,1994,17.200001,132.65,15078,16.700001
DZA,1995,17,129.65,15270,16.799999
DZA,1996,16.799999,126.07,15364,16.9
DZA,1997,17,122.47,15420,16.700001
DZA,1998,17.200001,118.44,15442,16.299999
DZA,1999,17.4,115.59,15611,16.1
DZA,2000,17.5,111.96,15654,15.8
DZA,2001,17.700001,108.51,15699,15.5
DZA,2002,18,105.27,15762,15.2
DZA,2003,18.799999,101.81,15844,14.4
DZA,2004,19.700001,99.09,15980,13.6
DZA,2005,20.700001,96.7,16144,12.9
DZA,2006,21.6,94.36,16306,12.3
DZA,2007,22.5,92.25,16513,11.8
DZA,2008,23.299999,90.29,16733,11.4
DZA,2009,24.1,88.52,17014,11.1
DZA,2010,24.6,86.5,17238,10.9
DZA,2011,24.6,85.2,17595,11
DZA,2012,24.4,83.76,17978,11.2
AND,1980,17.6,,,30.5
AND,1981,17.799999,,,30.6
AND,1982,18.1,,,30.700001
AND,1983,18.4,,,30.799999
AND,1984,18.799999,,,30.9
AND,1985,19.1,,,31.1
AND,1986,19.299999,,,31.200001
AND,1987,19.5,,,31.200001
AND,1988,19.5,,,31.200001
AND,1989,19.5,,,31.200001
AND,1990,19.5,116.02,60,31.1
AND,1991,19.4,115.23,63,31
AND,1992,19.5,114.5,67,31
AND,1993,19.700001,112.28,71,31
AND,1994,19.799999,110.02,72,31
AND,1995,20,107.44,74,31
AND,1996,20.1,105.17,75,30.9
AND,1997,20,102.4,76,30.799999
AND,1998,19.9,99.99,78,30.700001
AND,1999,19.6,97.77,79,30.6
AND,2000,19.4,95.84,81,30.5
AND,2001,19.1,94.03,82,30.200001
AND,2002,18.799999,92.05,84,30
AND,2003,18.6,90.37,87,29.5
AND,2004,18.4,89.32,89,29.1
AND,2005,18.299999,87.63,90,28.6
AND,2006,18.200001,86.32,92,28.1
AND,2007,18.200001,84.5,94,27.700001
AND,2008,18.4,83.26,96,27.299999
AND,2009,18.700001,82.37,98,27
AND,2010,19.1,81.3,99,26.700001
AND,2011,19.6,80.01,94,26.6
AND,2012,19.9,78.9,92,26.6
AGO,1980,22.700001,,,8.6999998
AGO,1981,22.9,,,8.6999998
AGO,1982,23.1,,,8.8000002
AGO,1983,23.299999,,,8.8000002
AGO,1984,23.5,,,8.8000002
AGO,1985,23.5,,,8.8000002
AGO,1986,23.6,,,8.8999996
AGO,1987,23.5,,,8.8999996
AGO,1988,23.5,,,8.8999996
AGO,1989,23.4,,,8.8999996
AGO,1990,23.299999,114.32,4507,8.8999996
AGO,1991,23.200001,114.02,4613,8.8999996
AGO,1992,23.200001,113.86,4732,8.8999996
AGO,1993,23.299999,114.83,4916,8.8999996
AGO,1994,23.4,115.42,5085,8.8999996
AGO,1995,23.4,114.51,5178,8.8999996
AGO,1996,23.200001,111.59,5151,8.8999996
AGO,1997,23,109.82,5198,8.8999996
AGO,1998,22.700001,109.79,5369,8.8999996
AGO,1999,22.4,108.93,5484,8.8999996
AGO,2000,22.1,107.16,5561,8.8999996
AGO,2001,21.9,103.94,5568,8.8999996
AGO,2002,21.5,98.65,5440,8.8999996
AGO,2003,21.299999,95.68,5460,8.8999996
AGO,2004,21,94.66,5597,8.8999996
AGO,2005,20.6,90.6,5536,8.8999996
AGO,2006,20.1,89.23,5662,8.8999996
AGO,2007,19.6,86.48,5704,8.8000002
AGO,2008,19,84.57,5792,8.8000002
AGO,2009,18.6,82.85,5904,8.8000002
AGO,2010,18.299999,80.83,6005,8.8000002
AGO,2011,18.1,79.39,6158,8.6999998
AGO,2012,17.9,78.3,6351,8.6999998
ATG,1980,119.5,,,5.1999998
ATG,1981,116.6,,,5.0999999
ATG,1982,114.3,,,5
ATG,1983,111.3,,,4.9000001
ATG,1984,107.3,,,4.8000002
ATG,1985,102.4,,,4.5999999
ATG,1986,96.599998,,,4.4000001
ATG,1987,90.5,,,4.3000002
ATG,1988,84.400002,,,4.1999998
ATG,1989,78.800003,,,4
ATG,1990,74.099998,45.73,24,4
ATG,1991,70.300003,45.99,25,3.9000001
ATG,1992,67.5,46.64,25,3.9000001
ATG,1993,65,49.32,27,3.8
ATG,1994,62.599998,49.62,27,3.8
ATG,1995,61.200001,50.04,27,3.8
ATG,1996,59.599998,45.44,25,3.8
ATG,1997,58.200001,43.95,25,3.7
ATG,1998,56.700001,43.11,25,3.7
ATG,1999,55.099998,42.63,25,3.5999999
ATG,2000,53.700001,42.14,25,3.5999999
ATG,2001,52.5,41.19,25,3.5999999
ATG,2002,51.200001,40.35,25,3.5
ATG,2003,49.799999,39.87,26,3.5
ATG,2004,48.299999,39.45,26,3.5
ATG,2005,46.5,39.12,26,3.5
ATG,2006,44.099998,39.64,27,3.4000001
ATG,2007,41.299999,45.81,32,3.4000001
ATG,2008,39.099998,45.37,33,3.4000001
ATG,2009,38.200001,40.69,30,3.4000001
ATG,2010,38.099998,40.04,30,3.4000001
ATG,2011,38.5,39.62,31,3.4000001
ATG,2012,38.900002,38.9,31,3.4000001
ARG,1980,19.299999,,,26.299999
ARG,1981,19.200001,,,26.1
ARG,1982,19.200001,,,26
ARG,1983,19.1,,,25.9
ARG,1984,19.1,,,25.799999
ARG,1985,19.1,,,25.700001
ARG,1986,19.1,,,25.5
ARG,1987,19.1,,,25.4
ARG,1988,19.1,,,25.299999
ARG,1989,19.1,,,25.299999
ARG,1990,19.1,143.76,46415,25.299999
ARG,1991,19,139.55,45869,25.200001
ARG,1992,18.799999,138.12,46216,25
ARG,1993,18.5,134.18,45708,24.9
ARG,1994,18.200001,129.39,44885,24.799999
ARG,1995,18,127.74,45126,24.700001
ARG,1996,17.799999,126.7,45556,24.6
ARG,1997,17.6,125.67,45967,24.4
ARG,1998,17.5,125.1,46526,24.1
ARG,1999,17.5,124.22,46945,23.9
ARG,2000,17.5,118.91,45673,23.700001
ARG,2001,17.6,117.47,45880,23.6
ARG,2002,17.700001,117.66,46722,23.6
ARG,2003,17.9,116.85,47185,23.6
ARG,2004,18,112.77,46319,23.4
ARG,2005,18.1,109.61,45836,23.200001
ARG,2006,18.299999,108.03,46026,22.700001
ARG,2007,18.5,108.96,47285,22.200001
ARG,2008,18.6,104.98,46398,21.700001
ARG,2009,18.799999,103.21,46503,21.200001
ARG,2010,19.1,102.18,46971,20.5
ARG,2011,19.4,101.05,47324,19.799999
ARG,2012,19.700001,99.55,47485,19.299999
ARM,1980,22.299999,,,26
ARM,1981,22.1,,,26.200001
ARM,1982,21.799999,,,26.5
ARM,1983,21.700001,,,26.700001
ARM,1984,21.6,,,27
ARM,1985,21.5,,,27.200001
ARM,1986,21.4,,,27.4
ARM,1987,21.4,,,27.6
ARM,1988,21.4,,,27.799999
ARM,1989,21.4,,,27.9
ARM,1990,21.6,160.53,4243,28
ARM,1991,21.799999,167.46,4532,28.1
ARM,1992,22.1,178.89,4942,28.1
ARM,1993,22.5,184.35,5167,28.200001
ARM,1994,22.9,174.81,4978,28.1
ARM,1995,23.4,168.26,4927,28
ARM,1996,23.799999,165.48,4988,27.9
ARM,1997,24.5,154.23,4793,27.5
ARM,1998,25.1,146.85,4674,27.200001
ARM,1999,25.5,146.88,4759,26.9
ARM,2000,25.799999,141.87,4722,26.700001
ARM,2001,26,141.61,4839,26.4
ARM,2002,26,142.27,4954,26.200001
ARM,2003,25.9,142.66,5014,26.200001
ARM,2004,25.6,140.8,4978,26.200001
ARM,2005,25.200001,141.13,5060,26.299999
ARM,2006,24.9,141.45,5155,26.299999
ARM,2007,24.6,137.23,5053,26.299999
ARM,2008,24.299999,137.52,5091,26.299999
ARM,2009,24,136.05,5044,26.4
ARM,2010,23.700001,133.29,4980,26.4
ARM,2011,23.4,130.85,4955,26.6
ARM,2012,23.1,126.24,4840,26.700001
AUS,1980,24.5,,,30.5
AUS,1981,24.4,,,30
AUS,1982,24.299999,,,29.6
AUS,1983,24.299999,,,29.1
AUS,1984,24.299999,,,28.5
AUS,1985,24.200001,,,27.799999
AUS,1986,24.1,,,27.1
AUS,1987,23.9,,,26.4
AUS,1988,23.700001,,,25.799999
AUS,1989,23.299999,,,25.4
AUS,1990,22.9,125.5,24759,25.1
AUS,1991,22.700001,119.45,24211,24.9
AUS,1992,22.4,115.98,24109,24.700001
AUS,1993,22.1,111.02,23651,24.6
AUS,1994,21.9,108.15,23606,24.200001
AUS,1995,21.700001,103.29,23090,23.799999
AUS,1996,21.5,99.65,22860,23.4
AUS,1997,21.299999,94.74,22294,23
AUS,1998,21,89.67,21643,22.5
AUS,1999,20.799999,84.67,20985,21.9
AUS,2000,20.700001,80.42,20466,21.4
AUS,2001,20.5,76.55,20046,20.9
AUS,2002,20.299999,73.4,19775,20.4
AUS,2003,20.200001,69.39,19199,19.9
AUS,2004,20.1,66.33,18866,19.4
AUS,2005,20.1,63.17,18455,18.9
AUS,2006,20.200001,60.66,18235,18.299999
AUS,2007,20.299999,59.47,18373,17.700001
AUS,2008,20.4,57.94,18357,17.200001
AUS,2009,20.5,55.63,18062,16.799999
AUS,2010,20.5,53.61,17852,16.4
AUS,2011,20.4,52.23,17884,16.299999
AUS,2012,20.1,50.33,17730,16.299999
AUT,1980,30.799999,,,26.1
AUT,1981,30.6,,,25.6
AUT,1982,30.1,,,25.5
AUT,1983,29.5,,,25.5
AUT,1984,28.799999,,,25.6
AUT,1985,28.200001,,,25.700001
AUT,1986,27.5,,,26
AUT,1987,26.5,,,26.5
AUT,1988,25.6,,,27.1
AUT,1989,24.6,,,27.6
AUT,1990,23.700001,106.68,12730,28.1
AUT,1991,22.9,105.89,12714,28.6
AUT,1992,22.5,104.44,12619,28.799999
AUT,1993,22.200001,103.05,12511,29
AUT,1994,22.200001,100.58,12296,28.9
AUT,1995,22.299999,99.49,12297,28.6
AUT,1996,22.5,98.49,12243,28.1
AUT,1997,22.5,96.35,12075,27.9
AUT,1998,21.6,94.71,11963,28.700001
AUT,1999,20.700001,92.37,11804,29.700001
AUT,2000,19.9,89.47,11646,30.4
AUT,2001,19.200001,86.56,11449,31.1
AUT,2002,18.799999,85.8,11565,31.6
AUT,2003,18.700001,84.85,11637,31.5
AUT,2004,18.799999,82.58,11535,31.1
AUT,2005,19,80.88,11521,30.5
AUT,2006,19.200001,78.85,11408,29.799999
AUT,2007,19.200001,78.24,11520,29.4
AUT,2008,19.1,77.17,11560,29.200001
AUT,2009,19.1,77.75,11848,29.200001
AUT,2010,19,76.64,11889,29.200001
AUT,2011,18.9,75.64,11923,29.200001
AUT,2012,18.799999,74.96,12059,29.299999
AZE,1980,20.4,,,20.200001
AZE,1981,20,,,20.299999
AZE,1982,19.5,,,20.4
AZE,1983,19.1,,,20.6
AZE,1984,18.700001,,,20.700001
AZE,1985,18.4,,,20.9
AZE,1986,18.1,,,21
AZE,1987,18,,,21.1
AZE,1988,17.9,,,21.200001
AZE,1989,17.799999,,,21.299999
AZE,1990,17.6,136.27,6927,21.4
AZE,1991,17.4,140.37,7278,21.5
AZE,1992,17,147.39,7730,21.5
AZE,1993,16.4,152.39,8068,21.5
AZE,1994,15.8,156.94,8358,21.4
AZE,1995,15,158.81,8500,21.200001
AZE,1996,14.4,157.04,8521,21
AZE,1997,13.9,152.11,8355,20.799999
AZE,1998,13.5,147.99,8252,20.5
AZE,1999,13.2,144.92,8226,20.4
AZE,2000,13.1,142.94,8224,20.299999
AZE,2001,13.1,139.75,8233,20.200001
AZE,2002,13.2,140.81,8403,20.200001
AZE,2003,13.4,142.81,8655,20.200001
AZE,2004,13.7,142.74,8788,20.299999
AZE,2005,14.1,146.33,9137,20.5
AZE,2006,14.8,147.2,9317,20.700001
AZE,2007,15.5,145.71,9391,21
AZE,2008,16.1,148,9753,21.299999
AZE,2009,16.5,148.18,9998,21.6
AZE,2010,16.799999,148.87,10240,21.9
AZE,2011,17,150.77,10613,22.200001
AZE,2012,17,153.02,10901,22.4
BHS,1980,38.900002,,,11.1
BHS,1981,37.900002,,,11
BHS,1982,36.700001,,,11
BHS,1983,35.400002,,,10.9
BHS,1984,33.900002,,,10.9
BHS,1985,32.400002,,,10.8
BHS,1986,31.1,,,10.8
BHS,1987,30,,,10.7
BHS,1988,28.9,,,10.7
BHS,1989,27.9,,,10.7
BHS,1990,27.1,61.15,93,10.7
BHS,1991,26.4,58.94,92,10.7
BHS,1992,26,57.04,92,10.8
BHS,1993,25.700001,55.94,93,11
BHS,1994,25.4,55.1,95,11.1
BHS,1995,25.1,53.99,96,11.2
BHS,1996,24.700001,53.92,99,11.2
BHS,1997,25,51.18,97,10.9
BHS,1998,25.1,50.34,98,10.7
BHS,1999,25,50.99,102,10.5
BHS,2000,24.700001,48.03,99,10.3
BHS,2001,24.4,48.25,103,10.2
BHS,2002,24.1,46.03,101,10.1
BHS,2003,24,44.71,101,10
BHS,2004,23.9,44.51,104,10
BHS,2005,23.799999,42.42,103,10
BHS,2006,23.700001,42.81,107,9.8999996
BHS,2007,23.700001,41.1,107,9.8999996
BHS,2008,23.9,41.44,111,9.8999996
BHS,2009,24.1,41.95,116,10
BHS,2010,24.4,41.78,119,10
BHS,2011,24.6,41.39,122,10
BHS,2012,24.700001,40.95,124,10.1
BHR,1980,19.1,,,17.299999
BHR,1981,18.9,,,17.5
BHR,1982,19,,,17.5
BHR,1983,19.1,,,17.4
BHR,1984,19.299999,,,17.200001
BHR,1985,19.6,,,17
BHR,1986,20.1,,,16.700001
BHR,1987,20.700001,,,16.299999
BHR,1988,21.299999,,,15.9
BHR,1989,22,,,15.6
BHR,1990,22.6,212.41,311,15.2
BHR,1991,23.1,212.95,321,14.9
BHR,1992,23.299999,207.2,324,14.8
BHR,1993,23.4,197,322,14.7
BHR,1994,23.5,193.17,327,14.7
BHR,1995,23.6,193.64,336,14.6
BHR,1996,23.700001,192.69,342,14.6
BHR,1997,24,189.96,345,14.4
BHR,1998,24.5,187.11,349,14
BHR,1999,26,177.8,345,13.2
BHR,2000,27.4,151.85,316,12.5
BHR,2001,28.200001,129.52,291,12.1
BHR,2002,27.200001,146.73,327,12.5
BHR,2003,25.700001,160.62,360,13.2
BHR,2004,23.9,155.8,363,14.1
BHR,2005,22,148.72,361,15.2
BHR,2006,20.1,140.17,357,16.4
BHR,2007,18.5,131.85,355,17.6
BHR,2008,17.6,124.36,356,18.299999
BHR,2009,17.1,116.73,359,18.799999
BHR,2010,16.9,110.43,365,19
BHR,2011,16.9,104.8,365,19.1
BHR,2012,17,100.05,364,19
BGD,1980,9.3000002,,,24.6
BGD,1981,9.1999998,,,24.5
BGD,1982,9.1000004,,,24.4
BGD,1983,9,,,24.4
BGD,1984,8.8000002,,,24.299999
BGD,1985,8.6999998,,,24.200001
BGD,1986,8.5,,,24.1
BGD,1987,8.3999996,,,24.1
BGD,1988,8.1999998,,,24
BGD,1989,8,,,23.9
BGD,1990,7.8000002,200.78,87248,23.799999
BGD,1991,7.5999999,182.07,80025,23.6
BGD,1992,7.4000001,177.89,79353,23.5
BGD,1993,7.1999998,173.01,78474,23.4
BGD,1994,7,167.79,77515,23.200001
BGD,1995,6.8000002,166.5,78472,23.1
BGD,1996,6.5999999,160.93,77380,23
BGD,1997,6.4000001,154.85,76092,22.9
BGD,1998,6.0999999,149.94,75334,22.799999
BGD,1999,5.9000001,145.4,74737,22.799999
BGD,2000,5.5999999,145.52,76854,22.799999
BGD,2001,5.4000001,141.99,76996,22.9
BGD,2002,5.0999999,141.92,78795,23
BGD,2003,4.8000002,142.51,81211,23.299999
BGD,2004,4.5,139.48,82303,23.5
BGD,2005,4.3000002,138.15,84803,23.4
BGD,2006,4.0999999,138.31,88159,23.299999
BGD,2007,3.9000001,134.49,89673,23.1
BGD,2008,3.8,126.9,89227,22.799999
BGD,2009,3.5999999,120.35,89154,22.6
BGD,2010,3.4000001,115.87,89731,22.5
BGD,2011,3.2,102.19,85130,22.4
BGD,2012,3,91.16,81879,22.4
BRB,1980,39.299999,,,6.6999998
BRB,1981,38,,,6.8000002
BRB,1982,37.099998,,,6.8000002
BRB,1983,36.299999,,,6.9000001
BRB,1984,35.5,,,7
BRB,1985,34.799999,,,7
BRB,1986,34,,,7
BRB,1987,33.099998,,,7
BRB,1988,32.200001,,,7
BRB,1989,31.299999,,,6.9000001
BRB,1990,30.799999,46.25,135,6.9000001
BRB,1991,30.700001,45.08,133,6.8000002
BRB,1992,30.9,45.47,136,6.8000002
BRB,1993,31.200001,45.25,137,6.8000002
BRB,1994,31.6,45.63,139,6.8000002
BRB,1995,31.799999,44.86,137,6.6999998
BRB,1996,32,44.2,136,6.6999998
BRB,1997,32,43.76,136,6.6999998
BRB,1998,31.799999,41.73,131,6.5999999
BRB,1999,31.5,38.64,123,6.5
BRB,2000,31.200001,37.91,122,6.5
BRB,2001,31,36.32,119,6.4000001
BRB,2002,30.9,37.56,125,6.4000001
BRB,2003,30.799999,38.83,131,6.3000002
BRB,2004,30.4,38.93,133,6.3000002
BRB,2005,30,37.39,130,6.1999998
BRB,2006,29.5,37.1,132,6.1999998
BRB,2007,28.799999,36.35,132,6.0999999
BRB,2008,28.1,35.19,131,6.0999999
BRB,2009,27.700001,32.93,125,6.0999999
BRB,2010,27.299999,32.38,126,6.0999999
BRB,2011,26.799999,31.87,127,6.0999999
BRB,2012,26.299999,31.37,129,6
BLR,1980,14.5,,,27.299999
BLR,1981,14.5,,,27.5
BLR,1982,14.6,,,27.799999
BLR,1983,14.7,,,28.1
BLR,1984,14.8,,,28.299999
BLR,1985,14.9,,,28.6
BLR,1986,15.1,,,28.9
BLR,1987,15.3,,,29.200001
BLR,1988,15.6,,,29.5
BLR,1989,15.8,,,29.700001
BLR,1990,16.1,158.97,20601,29.9
BLR,1991,16.299999,164.36,21564,30.200001
BLR,1992,16.5,169.86,22490,30.299999
BLR,1993,16.6,186.47,24920,30.4
BLR,1994,16.6,187.35,25213,30.299999
BLR,1995,16.6,193.81,26260,30.1
BLR,1996,16.5,191.2,26113,30
BLR,1997,16.799999,192.13,26459,29.700001
BLR,1998,17.200001,194.41,26939,29.299999
BLR,1999,17.700001,196.99,27471,28.9
BLR,2000,18.299999,184.18,25883,28.6
BLR,2001,19.299999,192.3,27153,27.9
BLR,2002,20.4,199.66,28272,27.1
BLR,2003,21.6,192.1,27252,26.4
BLR,2004,22.799999,186.33,26414,25.9
BLR,2005,24.1,189.26,26824,25.5
BLR,2006,25.299999,179.81,25558,25.200001
BLR,2007,26.5,166.87,23947,25.1
BLR,2008,27.5,165.76,23936,25.1
BLR,2009,28.4,163.96,23829,25.299999
BLR,2010,29.1,165.54,24210,25.5
BLR,2011,29.200001,166.01,24397,26.200001
BLR,2012,29.299999,144.56,21450,26.9
BEL,1980,24,,,32.5
BEL,1981,23.799999,,,32.200001
BEL,1982,23.6,,,31.9
BEL,1983,23.5,,,31.700001
BEL,1984,23.299999,,,31.5
BEL,1985,23.1,,,31.299999
BEL,1986,22.9,,,31.1
BEL,1987,22.6,,,30.9
BEL,1988,22.1,,,30.9
BEL,1989,21.6,,,30.9
BEL,1990,21.1,153.22,23940,30.700001
BEL,1991,20.6,150.14,23751,30.700001
BEL,1992,20,148.18,23721,30.799999
BEL,1993,19.4,147.05,23798,31
BEL,1994,18.9,143.75,23534,31.1
BEL,1995,18.5,142,23584,30.9
BEL,1996,18.299999,138.68,23337,30.700001
BEL,1997,18.200001,135.9,23121,30
BEL,1998,18.1,133.62,22978,29.299999
BEL,1999,18.1,130.85,22784,28.4
BEL,2000,18.299999,126.94,22486,27.200001
BEL,2001,18.5,122.82,22102,26.299999
BEL,2002,18.200001,120.56,22025,25.9
BEL,2003,18.1,116.92,21670,25.4
BEL,2004,17.799999,111.78,21021,25.1
BEL,2005,17.299999,108.47,20713,25
BEL,2006,16.700001,103.77,20122,25.200001
BEL,2007,16.1,101.27,19933,25.4
BEL,2008,15.5,98.71,19729,25.700001
BEL,2009,15.1,97.95,19893,26
BEL,2010,14.7,96.24,19886,26.1
BEL,2011,14.5,94.49,19839,26.1
BEL,2012,14.3,93.74,20021,26.1
BLZ,1980,50.900002,,,11.1
BLZ,1981,49.700001,,,10.9
BLZ,1982,48.599998,,,10.8
BLZ,1983,47.599998,,,10.7
BLZ,1984,46.5,,,10.5
BLZ,1985,45.5,,,10.4
BLZ,1986,44.400002,,,10.3
BLZ,1987,43.299999,,,10.2
BLZ,1988,42.099998,,,10.1
BLZ,1989,40.900002,,,10
BLZ,1990,39.700001,61.74,56,9.8999996
BLZ,1991,38.700001,58.91,55,9.8999996
BLZ,1992,37.700001,58.77,56,9.8000002
BLZ,1993,36.799999,58.9,58,9.8000002
BLZ,1994,36,59.99,61,9.6999998
BLZ,1995,35.299999,61.59,64,9.6999998
BLZ,1996,34.599998,64.92,69,9.6000004
BLZ,1997,34.400002,70.51,77,9.5
BLZ,1998,34.099998,75.62,85,9.3999996
BLZ,1999,33.900002,79.81,91,9.3000002
BLZ,2000,33.700001,79.37,93,9.1999998
BLZ,2001,33.599998,70.23,85,9.1000004
BLZ,2002,33.5,63.85,80,9
BLZ,2003,33.400002,61.02,80,8.8999996
BLZ,2004,33.700001,59.92,81,8.6999998
BLZ,2005,34,57.72,81,8.6000004
BLZ,2006,33.799999,56.68,82,8.5
BLZ,2007,33.599998,54.66,83,8.5
BLZ,2008,33.299999,52.08,83,8.6000004
BLZ,2009,33,51.8,86,8.6000004
BLZ,2010,32.700001,51.59,90,8.6999998
BLZ,2011,32.400002,50.24,92,8.8000002
BLZ,2012,32.099998,49.06,94,8.8999996
BEN,1980,21.5,,,9.3999996
BEN,1981,19.6,,,9.3000002
BEN,1982,17.5,,,9.1000004
BEN,1983,16.200001,,,9
BEN,1984,15,,,8.8999996
BEN,1985,13.7,,,8.8000002
BEN,1986,12.5,,,8.6999998
BEN,1987,11.8,,,8.6999998
BEN,1988,11.2,,,8.6999998
BEN,1989,11,,,8.6999998
BEN,1990,10.7,78.66,1516,8.6999998
BEN,1991,10.4,77.38,1528,8.6999998
BEN,1992,10.1,75.56,1529,8.6999998
BEN,1993,9.6999998,73.8,1529,8.6999998
BEN,1994,9.3999996,72.66,1544,8.6999998
BEN,1995,9.1000004,71.34,1553,8.6999998
BEN,1996,8.6999998,70.25,1571,8.6999998
BEN,1997,8.3000002,68.13,1564,8.6000004
BEN,1998,8,66.45,1569,8.5
BEN,1999,7.5,64.77,1571,8.3999996
BEN,2000,7.1999998,63.89,1586,8.3000002
BEN,2001,6.8000002,62.23,1588,8.3000002
BEN,2002,6.4000001,61.23,1604,8.1999998
BEN,2003,6.1999998,59.59,1609,8.1000004
BEN,2004,6,57.98,1610,8
BEN,2005,5.8000002,56.44,1608,7.9000001
BEN,2006,5.6999998,55.61,1629,7.8000002
BEN,2007,5.5,54.34,1642,7.6999998
BEN,2008,5.4000001,54.15,1690,7.6999998
BEN,2009,5.1999998,53.92,1744,7.6999998
BEN,2010,5.0999999,53.58,1785,7.6999998
BEN,2011,4.9000001,53.14,1831,7.6999998
BEN,2012,4.8000002,52.29,1862,7.6999998
BTN,1980,42,,,12
BTN,1981,41.799999,,,12
BTN,1982,41.599998,,,11.9
BTN,1983,41.299999,,,11.8
BTN,1984,41.200001,,,11.8
BTN,1985,41.099998,,,11.7
BTN,1986,40.900002,,,11.6
BTN,1987,40.200001,,,11.4
BTN,1988,39.799999,,,11.3
BTN,1989,39.299999,,,11.2
BTN,1990,38.700001,96.17,209,11.1
BTN,1991,38.400002,95.4,212,11.1
BTN,1992,38.099998,94.34,216,11
BTN,1993,37.599998,93.25,219,10.9
BTN,1994,37.299999,91.97,223,10.8
BTN,1995,36.799999,90.75,226,10.7
BTN,1996,36.400002,88.2,226,10.6
BTN,1997,35.900002,87.56,232,10.5
BTN,1998,35.5,86.75,236,10.4
BTN,1999,34.799999,84.7,237,10.4
BTN,2000,33.900002,84.88,245,10.4
BTN,2001,32.799999,83.51,249,10.4
BTN,2002,31.5,82.15,252,10.5
BTN,2003,30.200001,81.57,258,10.6
BTN,2004,29.1,80.34,262,10.7
BTN,2005,28.1,79.33,266,10.8
BTN,2006,27.299999,78.16,271,10.9
BTN,2007,26.4,77.22,276,10.9
BTN,2008,25.6,76.22,280,11
BTN,2009,24.9,75.49,286,11
BTN,2010,24.200001,74.28,290,11
BTN,2011,23.6,73.14,294,11
BTN,2012,23,71.93,298,11
BOL,1980,3,,,33.299999
BOL,1981,3,,,33.299999
BOL,1982,3,,,33.299999
BOL,1983,2.9000001,,,33.299999
BOL,1984,2.9000001,,,33.400002
